a	b	c	d	e
5367|5368	et Lanceloz li demanda a cui il est|Au roi Pellés de la Terre Forainne	Il esleut quatre de ses plus priuez a	e diolo asu escudero y preguntole Cuyo hera señor dixo el del Rey peles dela tierra forana y ymbiame al duque de Rochel con su mandado y ellos enesta fabla encontraron convna donzella	Si li demande lancelot a|qui il est|Et il dist quil est au roy pelles de la terre foraine	e Lancelotto li domanda a cui egli è|ed egli dice|ch egli è al re Pelles della Terra Forana
5369|5370	qui l anvoie au duc d Oc en message|Einsinc ont chevauchié dusqu aprés prime par mi l ombre del bois tant qu il encontrent L			qui lenvoie au duc de rohes en message Ensi onts cheualchie iusques a prime parmi lombre	che l mandò al duca in mesaggio|olnsi cavalcarono insin qua a terza per me l ombra del bosco tanto
5371	damoisele	mis		Lors ont encontre vne damoisele	ch egli incontrarono una damigella
5372|5373|5374|5375|5376	qui portoit I|brachet entre ses braz|Et Lanceloz avoit osté son hiaume|por le chaut|qui ert levez	⁊ leur dit Geigneurs il conuient|que uiẽ gniez auecques moy iusques aune abbaie	que ve nia a pie y traia vn padron enlos braços y don lançarote la saluo y ella no ael anteslo cato vna gran pieza y estubolo mirando|como hera tan fermoso	qui portoit|j|braket entre sez bras|& lancelot auoit oste son heaume pour le caut|qui ia ert leues	che portava un brachetto intra sue braccia|PtE Lancelotto avea tratto suo elmo per lo caldo|ch era levato
5377	si avoit son viaire descouvert; il salue la damoisele			siauoit son viaire descouuert|& salue la damoisele	si avea suo viso discoperto|;
5378	quant il l aproche	qui cy pres est			e elli saluta la damigella quand e' l apressima
5379	et ele ne dist mot ainz le resgarde		e don lançarote le dixo donzella	Et elle ne li dist mot|Car elle le vit	e ella non gli disse motto|anzi il risguarda
5380|5381|5382	quar tant li sambe biaux qu ele an devient toute esbahie|si s areste|por lui mielz veoir		que Vos paresçe pordios señor paresçeme muy gran daño en se perder tan fermoso Cauallero en yr buscar su muerte	si bel|que elle en fu toute esbahie|Si sarreste pour lui veoir	ché tanto le sembia bello|ch ella ne divenne tutta isbigottita|Si s aresta per lui meglio vedere ed
5383|5384	et il s an merveille|por quoi ele le resgarde einsi	⁊ ilz dient|que ce feront il z uoulen¬ tiers	e su desonrra	Et il sesmerueille porcoi elle le regarde ensi	e si maraviglia molto perché ella l risguarda insi
5385|5386	si li dist Damoisele|que vos en samble	Si montent acheual	ansi como fazedes vos	Si li dist damoisele|que vous en samble	si lle disse|: Damigella|che vo sembia
5387|5388|5389|5390|5391	? — Certes sire fait ele il me samble|que ce est granz domages|quant I|si biaux cors d ome vait a sa mort|et a sa honte:	et quant ilz furẽt hors du chasteau le roy les appella ⁊leur dit Meigneurs ie uous maine ueoir le meilleur cheualier du monde:|⁊ qui en soy a toutes les uertus|que corps de homme peut auoir	por buena fee mucho deuia ser dios Culpado envos fazer aCa venir|ca en|mas peligroso lugar non vos podia el meter donzella dixo don lançarote desto non vos yncal	Certes sire fait elle il me samble damages|quant si biaus cors domme comme vous estes vait a sa mort	? —Certo|sire|che cciò è troppo gran danaggio quando|si bel corpo d uomo va a ssua morte|e a ssua onta
					diss ella
					e' mi sembia
5392|5393	si m est|? avis	pour quoy il doit estreloe	que de	si mest auis	“sSi me n è aviso
5394|5395	que molt en fait Diex a blasmer|quant il ceste part vos a conduit	car il est le plus beau che ualier du monde	quanto vos Cuidades no abremos y ni punto	que moult en fait diex a blasmer|quant il vous ceste parte a amene	che molto ne fa lddio a biasimare|quando elli in queste parti vo à condotto
5396|5397	car em plus perilleux leu ne poissiez vos pas aler|— Or ne vos esmaiez fait il damoisele touz li maux	⁊ en soy a plus proesse qͥl na encores en homme mortel	ansi lo mande dios dixo ella	Car en plus perilleus lieu ne peussies vous pas aler|Or ne vous esmaies fait il ma damoisele tous les maus	ché in più periglioso luogo non vo puote elli fare andare||diss elli|ché tutto il male
5398	que vos pensez ne nos avandra Diex l otroit fait ele	Ne de sa ualeur ne pourroit nul autre estre		que vous penses ne nous auendront mie se dieu plaist|Diex le vous otroit fait elle	che vo' pensate no no verrà passo
5399|5400|5401	car si Paej se Deu plest|m aïst Diex je le voldroie bien|Si s em part atant li uns de l autre	car cest le meilleur cheualier|⁊ le plus desire	ca si dios me salue mucho me plazeria ende entonzes se partio la donzella del y fuese su Carrera Como don lançarote Vio los Caualleeros	Car|si mait diex fait elle iou uoldroie|que vous eussies moult donor|& que moult de bien vous auenist ors sen partent li vns de lautre	se Dio piace|— Dio il consenta|diss ella ché se m aiuti ldio|i' nol vorei micas|Si si parte atanto l uno d altro
5402|5403|5404|5405	Quant il sont J|poi esloingnié|si dist li vallez a Lancelot Sire|por Deu	qui oncques feust|Que uous diroie ie plus: nul ne pourroit tãt dire de lui quil nen y aĩt cẽt foĩs plus	E las donzellas danzar y entro enla danza Despues quela donzella se partio de don lanzarote dixo el escudero abed duelo devos	Et quant il sont|i|poi eslongie|li ualles li dist sire pour dieu	Quando sono un poco islungati|si disse il valletto a Lancelotto|
5406	car creez conseil			quar crees consel	c or crede buon consiglio
5407	et aiez pitié de vos meesmes			et aies pitsije de vous meismes	e abiate pietà di vo' medesimo
5408|5409|5410|5411	et retornez|N avez vos oi|que cele damoisele|qui onques mes ne vos vit est couroucie de vos	et scap bien|que oncq̃s dieu ne le fist fors pource quir feust mirent aux autres cheualiers	pues quelos estraños loan y non vedes aquella donzella	Si retornes|En aues vous oi ce|que celle damoisele a dit	e ritornate|! Non avete vo udito questa damigella|ch unque mai non vo vide|e si è
					si crucciata di voi
5412|5413|5414	et a vos a dit|que vos alez a mort|? Malement em pesera or a cels	Par ma fop font ilz uous dictes merueilles		que vous ales a uostre mort|Malement en pesera ore a ceuls	e vo disse|che voi andate a vostra morte|? Malamente ne peserà a quelli
5415|5416|5417|5418	qui vos connoissent|quant a cels|qui onques|mais ne vos virent em poise	⁊ sil est tel cõment uous dictes len deuroit bien aller cẽt lieues de terre pour le ueoir|Par ma fop fait le rop|si a len fait maĩtesfois	que vos nunca vio|quanto duelo a de vos puesque faran los	qui vous connoissent|& qui vous sont carnel ami :|quant a ceuls|qui onques|mais ne vous virent ls sos en poise	che or vo conoscono|quando a coloro|ch unque ma non vo vidono ne pesa
					ePer Dio
		car iap ueu faize une q̃ste pour lui ou il y auoit bien xlu			
		cheua liers			
		qui le quistrent ung an ẽtier pour le uir			
		⁊ np eust nul de eulx			
		qui le ueist a ceste fois			
		Machez qͥlz allerent psus de mille lieues			
		⁊ si ne le tronnerẽt pas			
		Ant ont alle quilz uindient a labbaie ou lancelot estoit:			
		⁊ le uarlet uint auãt			
5419|5420|5421|5422|5423	Por Deu retornez tant com vos en avez le loisir|et je|por l amor de vos retornerai|por vos faire compaingnie|tant que vos soiez fors de la forest	qui dit a la damoiselle|Same monseigneur leropestyenu|Et celle ua encentre lui|sile Partie	que vos conozen y pormi consejo vos tornariades mientras tenedes tiempo	& fait trop grant mal Pour dieu retornes tant comme vous en aues loisir|& iou retornerai pour lamour de vous|tant que vous seres hors de la forest	sire|ritornate tanto come vo n avete il lecere|e io per l amore di voi ritornerò per voi fare compagnia|tanto che voi siate fuori della foresta
5424	Et il dist qu il nel feroit en nule manniere mes test s an ;			Et il dist|que ce ne feroit il en nulle maniere	Ed e' dice|che nol farebbe i'nulla maniera
					ma ataci teb
				mais taisent ent	
5425|5426	et il dist qu il n em parlera jamais|puis que ses cuers i est atornez		que despues non podredes aunque querades Callad	Et li ualles dist quil nen parlera iamais|puis quil voit|que il li desplaist|& que sez cuers y est atornes	Ed e' dice|che non ne lli parlerà giamai|poscia|che suo cuore n è|si atornato
5427|5428|5429|5430	Si ont tant alé qu il vindrent en J|molt bele praerie devant J|tor ou il avoit tandu dusqu a XXX|pavillons les plus biax			Si ont tant ale quil vienent en vne trop bele praerie|qui estoit deuant vne tour|et y auoit tendus iusques a trente paueillons lez plus biaus	l|Si ànno tanto andato|ch elli vengono in una molto bella prateria davanti una molto bella torre ov egli avea tesi insino a venti padiglioni
5431	et les plus riches		que non lo faria	et lez plus riches	e più ricchi
5432	que Lanceloz eust onques mes veu a son esciant			que lancelot eust onques|mais ueu a son escient	che Lancelotto avesse unque mai veduti a suo sciente
5433|5434	An mi les pavillons avoit III|granz pins parcreuz			Et en mi lez paueillons auoit|iiij|grans pins	
5435	et estoit li uns contre l autre autresi comme a la reonde			et estoit li vns contre lautre comme a la reonde	: era l uno incontro a l altro|tutti alla ritonda
5436	et en mi leu avoit une chaiere d yvoire couverte d un vermeil samit			Et el mi lieu auoit vne caiere couuerte de samit uermeil	e nel miluogo avea una caiera di vivorio coverta d un vermiglio isciamito|e di susso lo sciamito atutto guarito a mio scientes
					'Allor salta avanti il nano
					e disse a monsignor Yvano
					Tanto sappiate vo' di Lancelotto
					ch egli è sano
				si estoit la caiere dyuoire	
5437|5438	et desus le samit avoit J|couronne d or granz			Et dessus le samit auoit vne coronne dor grant	e atato|né non à passo|che fu fedito davanti il castello della Caretta de cavalieri di Gora|e de li uomini del re di Norgales
					:
					v
					giorni
					ch io il vidi a un torniamento
5439	et pesanz			& pesant	e l fece
5440|5441	Tout entor les pins avoit chevaliers|et dames		por todo el señorio dela gran bretaña entonze Callo el escudero quele non dixo	Et tout entour lez pins auoit cheualiers|& dames	si bene a quella asembiata|ch elli vinse tutto interamente|e ne portò il pregio d una parte|e d altra
					; 'e per ciò
					che vo' mi crediate meglio
5442	si estoient li un des chevalier armé			si estoit li vns armes	vo dich io|ch elli portò armi bianche
5443	et li autre desarmé			& li autres desarmes	e uno scudo bianco
					e aiutò al re Bando di Maguzo di Gora
					si che tutti que di Norgales furono vinti
					— l A nome di Dio
					disse monsignor Yvano
					tu ne di'
					si buone insegne
					che l uomo ti dee ben credere
					:
					si mmi potre ben ritenere quando me piacerà
5444	et queroloient tiex i avoit les hiaumes laciez ausi com se ce fust fermaille			et caroloient teuls y auoit|qui auoient lez heaumes lacies autresi comme se ce fust fremaille	ch elli m è bene aviso|ch io ho ben mia chesta a fine menata
					poscia
					ch i'n ô verace novelle udite
					— Già non potrete voi
5445	et tiex i avoit			Et teuls y auoit	disse il nano
					ritornare a corte sanza vostri altri compagnoni
					poscia
5446	qui queroloient en cotes			qui caroloient en cotes	che vo moveste insieme|—
					Si posso bene
					disse monsignor Yvanos
					S
					— Or mi di'
					nano
					disse Boordo
					della corte sa' tu nulle novelle
5447	et en mantiaux			& en mantiaus	|disse il nano
					Il re Artù à fatto mandare per tutta sua terra
					ch elli farà fedire un torniamento nel prato di sotto Kamalot a l otava della Madalena
					:
					si à mandati tutti suoi messaggi a' baroni di questo paese
					per ciò
					che vi sieno
					
					ch i' posso conoscere
					che vi vadano
					ché tutto il mondo vi sarà
5448|5449	et tenoient damoiseles par les mains|et tiex en avoit i	prent pat la main	mas y ellos andubieron tanto	& tenoient damoiseles par lez mains|Et teuls y ot	— Dio doni|disse Boordo|ch io abia intra qui
					e là accivita la bisogna di questa damigella
					ché molto avrei grande gioia s i' vi potesse venire a tempos
5450|5451|5452|5453|5454|5455|5456|5457	qui ne tenoient ne dames ne damoiseles ainz tenoient chevaliers par ses mains|dont il i avoit assez plus|que de damoiseles|Et quant Lanceloz vint cele part|et il vit les queroles|dont li pin estoient avironné|si s en merveille molt|et toutes voies dist au vallet Molt a ci bele compaingnie		que llegaron avnos prados muy grandes|que estauan antevna torre y estauan ay treinta tiendas armadas y muy Ricas y en medio dellas estauan quatro pinos muy grandes todos enderredor vno ençerca de otro y entre los pinos estaua vna entrada devn marfil cubierta devn jamete vermejo y enmedio della estaua vna bara de plata y ençima dela vara estaua vna Corona de oro muy Rica y enderredor delos pinos andauan fasta quarenta entre dueñas y donzellas y caualleros dançando todos y|Quando los vido don lançarote dixo al escudero non me vala dios	qui ne tenoifenlt ne dame ne damoisele|ains tenoient cheualiers|dont il y auoit asses plus|que de dames ne de damoiseles|Quant lancelot vint cele part|& il vit lez caroles|dont li pin estoient auironne|si sen esmeruelle moult|& dist au uallet|moult a Shi bele compaignie de gent	Lungamente ànno parlato insieme|e tanto|che Boordo disse a monsignor Yvano|:eSire
5458|5459|5460	et ranvoisie gent ! Il ne monstrent mie|que l an ne puist par ceste forest aler seurement|et dahaiz aie se je ne vois savoir de quoi il font		si esta no es fermosa auentura y desçendio del Cauallo y dexolo al escudero y fuese alla	Et moult sont ore enuoisie gent|par foy il ne moustrent mie|que on ne puist passer parmi ceste forest hardiement|et dehe aie iou|se iou ne vois ueoir de coi il font	i' vo comanderò a Dio
5461	si grant feste			si grant feste	e me n andrò
5462	Lors se fiert es pavillons			ors se fiert es pauellons	
5463	et si tost com il a le premier encontré		e tomo ala primera donzella	Et si tost comme il ot passe le premier dez paueil E lons	
5464	si li mue li sans		que fallo porla mano	si li est mues li corages	ch elli mi conviene a ffare
5465|5466|5467	et li change li talanz:|car s il devant n avoit i talant fors de chevalerie|et d assaut		e comenzo a cantar y a danzar	quar il nauoit deuant nul talent fors de faire cheualerie dassaut ou de mellee commencier	ch i' mi studierei volentieri di mia bisogna mettere a ffine per sapere s io potessi essere a tempo al torniamento
