	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
1121|1122	se je por vos me desarmoie |et vos bailloie mes armes et mon cheval ? — 	se ie uos bailloie mes armes et mon cheual. 	se ie por vous me desarmoie |et vous bailloie mes armes et mon cheual.	si ie pour uous me desarmoye |et uous balloye mes armes et mon cheual. 	et uous bailloie mes armes et mon cheual/ 	si vos me juraredes |dixo el Cauallero 	s’io per voi mi disarmasse e vo donasse mio cavallo e mie armi? 
1123	Certes, fet Lancelos, tel com vos deviseriés. — Se vos, fet il, el premier lieu 	Certes fait lanc̃. tel com uous deuiserois. |Ce uous fait cil me creantes 	Certes fait lancelot tel |comme vous deuiseres. 	Certes fait lancelot tel |comme uous deuiseriez 	certes fait lancelot: |tel comme uous deuiseres/ se fait il au premier lieu 	que enel primer lugar 	— Certo, sire, disse Lancellotto, tale come diviserete. |— e vo', disse il cavaliere a l’arme nere, nel primaio luogo 
				Se uous me creancez 			
		que el premier lieu 					
1124|1125	ou je vos troverai armé, |por que je soie desarmés, me creantés a doner vos armes » Ie vos bailleroie les moies. — 	ou ie uos troueroie arme |puis que ie fusse desarmes me donriez uos armes. le uous bailleroie les moiees. 	Se vous fait cil el premier lieu |ou iou vous trouerai arme me creantissies a baillier vos armes Iou vous bailleroie lez moies 	que ou premier lieu |que ie uous trouueray arme par ainsi |que ie soye desarme|que uous me baillerez uoz armes ie uous bailleray les moyes. 	ou ie uous trouueray arme me promettes a bailler uos armes ie uous bailleray les miennes 	que vos fallare armado e yo fuere desarmado |me dedes vuestras armas |yo vos dare estas mis armas 	ov’io vo troverò armato per |ch’io sia disarmato mi volete dare vostre armi, |e ciò mi volete impromettere, io vo donerò le mie 
							che molto sono buone e difensaboli. 
1126|1127|1128	Certes, fet Lancelos, |si ferai je, |por que vos ne me truisiés combatant. » 	Certes fait cil |si ferai ge puis que uos ne me trussiez conbatant. 	Certes fait lancelot volentiers par ensi|que vous ne me truisies combatant. 	Certes fait lancelot |si feray ie mais que uous ne me trouuez combatant.	Certes fait lancelot |si feray ie pourtant |que uous ne me trouues combatant/ 	e mi cauallo Muy de grado dixo lançarote |ental que me non falledes conuatiendo 	— Certo, disse Lancellotto, si farò io, |purché voi non mi troviate combattendo». 
1129	Et cil descent maintenant, 	et cil descent maintenant 	Et cil descent maintenant 	Et il descent 	et celuy deschent maintenant 	e luego selo juro entonçe desçendio el cauallero desu cauallo 	E que' dice che si, dic’elli, |e Lancellotto gliel promette immantanente a donare. 
							sImmantanente discende il cavaliere 
1130|1131|1132	si se desarme et baille a Lancelot tot son hernois, |et il s’en appareille |et monte en son cheval, 	si se desarme. et baille a lanc̃ son harnois. |et il sarme |et monte en son cheual. 	si se desarme |et baille a lancelot tout son harnois. |Et il sen appareille tout maintenant |et monte sor le cheual 	si se desarme |et baille a lancelot tout son harnoys. |et il sappareille |et monte a cheual 	sy se desarme et baille tout son harnois a lancelot 	e desarmose e dio todas sus armas |e su Cauallo a Lançarote |e Lançarote se armo 	e disarma |e dona a Lancellotto sue armi e suo arnese, |ed e'se n’aparecchia, |si monta in suo cavallo, 
1133|1134|1135	puis dist a son oste |qu’il s’en retort; Imes il dist |que non fera. « 	Puis dit a son oste |quil sen retort |et il dit|que non fera. 	et dist a son oste|quil sen retort 	puis dist a son hoste |quil sen retourne. |mais il dit |que non fera 	et il sen appareille 	e subio enel cauallo e dixo asu huesped que se tornase |No fare dixo el huesped 	poscia dice a suo oste |ch’elli si ritorni, |e que' dice |che non farà. 
1136|1137	Si ferois, fet Lancelos a lar je conoistrai bien les armes a celui |que je vois querant en quelque lieu je les truisse. 	Si ferois fait lanc̃. |Car ie quenoistrai bien ciax as armes |que ie uois querant en quel que lieu |que ie les truisse. 	quar iou connistera bien lez armes a celui |qui iou vois querant. 	si ferez fait lancelot, |car ie cognoistray bien les armes de ceulx |que ie uoys querant en quelque lieu |que ie les trouue. 	et mente sus le cheual 	si faredes dixo lançarote |que yo conoçere vien el cauallero enlas armas |que lleba en qualquier lugar que el vaya yo me tornare dixo el huesped 	Si farete, disse Lancellotto, |ch’io conoscerò bene l’armi di colui a cui io vo cheggendo in quale che luogo |ch’io il trovasse». 
1138|1139|1140|1141	Et cil dist, |puis qu’il velt, s’en retornera: |si s’en vet |et enmaine o lui le chevalier 	et cil dit |puis quil le ueit il sen retornera.|Si sen ua et enmainne le cheualier auecque lui. 	Etr cil dist |que dont sen retornera il puis|quil le veult. |Si sen retorne atant et enmaine aueques lui le cheualier 	Et il dit|quil retournera |puis quil le ueult. |si sen ua et emmaine auec luy le cheualier 	et fait retourner son hoste 	pues vos plaz |E luego se torno |e llebo consigo el cauallero |quelas armas auia dado a lançarote 	VE que' dice che, poscia ch’elli vuole, |ch’elli si tornerà: |si se ne va e mena con esso lui il cavaliere 
1142|1143|1144	qui molt est liés de ce |que Lancelos li doit I. guerredon. |Et Lancelos aquelt son chemin aprés cels 	qui mout est liez de ce |que lanc̃ li doit guerredoner. |Et lanc̃ aquiet son chemin apres ciax 	qui moult est lies de ce |que lancelot! doit. j. guerredon. |Et lancelot |si acuelle son chemin |por aler apres chiaus 	qui est moult lie de ce |que lancelot luy doit ung. guerdon. |Et lancelot preut son chemin apres ceulx 	et prent congie de luy. lancelot print son chemin apres ceulx 	que yua muy alegre de aquello que lançarote le auia prometido |e lançarote se fue porel camino |enpos el cauallero 	che molto est lieto di ciò|che Lancellotto gli dee uno guiderdone. |E Lancellotto accoglie suo camino apresso coloro 
1145	que ? il sieut tant 	que il sieut. 	quil sieut. 	quil suyt 	qui sen uont tant 	e andubo tanto 	che seguita, 
1146	qu’il est venus el tertre en haut 	tant que il est uenus el haut tertre. 	Tant quil est uenus el tertre en haut. 	tant quil est uenu ou tertre en hault. 	quil est uenu eu tertre en hault/ 	fasta que paso porel otero 	tanto ch’egli è Purchél penurche . |Vjenhaj via venuto al poggio in alti. 
1147|1148	et lors voit devant lui la forest|que l’en apele la forest des Trois Perilx, 	et lors uoit deuant lui la forest des trois perilx.	Et lors uoit deuant lui la forest dez. iij. perieus:. 	Et lors uoit deuant luy la fourest |quon appelle la fourest des troys perilz. 	et lors uoit deuant luy la forest des trois perilz 	e llego avna floresta |que llamauan la floresta delos tres pilares 	Allora isguarda davanti lui, |si vide la foresta|che l’uomo chiama la foresta de' Tre Perigli, 
1149	et ce por quoi ele fu ensi apelee devisera bien li contes ça avant. 	et ce porquoi ele fu ainsi apelee ce deuissera li contes sa auant. 	Et chou porcoi elle est ensi apelee deuisera bien li contes cha auant. 	Et pour quoy elle fu ansi appellec uous deuisera bien le comte cy apres. 	et ce pour quoy elle est ainsy appellee deuisera bien le compte cy en auant. 	e porque fue ella asi llamada este cuento |lo deuisara aca adelante 	e ciò perch’ella fu insi chiamata vo diviserà il conto ben qua avanti. 
1150|1151|1152|1153	Quant il fu amont el tertre, |si esgarde devant lui, |mais il ne voit nul de cels |que il queroit, 	Quant lanc̃. fu amon el tertre |si regarde |Mais il ne uoit deuant lui nus de ciax |que il guiert. 	Quant lancelot fu amont el tertre |si regarda deuant lui |mais il ni uit nul de ceaus |que il queroit 	Quant il fu amont ou tertre |si regarde deuant luy. et il ne uoit nul de ceulx |quil queroit. 	QUant il fust amonlt eu tertre |si regarde deuant luy 	Quando el llego ala floresta |e no vido aquel enpos quien yua 	Sl oQuand’e fu montato nel poggio, |si isguarda davanti lui. |ma elli non vide nullo di quelli |ch’elli chiedea, 
1154|1155	kar il s’estoient ja ferus en la forest. |Et totes voies sieut il les esclos des chevals	Car il cestoient ia feru en la forest. |et totesuoiez sieut il les escloz des cheuaus. 	quar il sestoient ia feru en la forest.|Et toutes voies sieut il lez esclos dez cheuaus 	car ilz sestoient ia feruz en la foueest. a touteuoyes suyt il les escloz Des cheuaux	et suyst les pas des cheuaulx tant		ché s’erano già messi nella foresta.|E nonperquanto tuttavia segue elli li scrosci de' cavalli 
1156|1157	tant que il vient a l’entree de la forest; |et lors encontre une damoisele tote chenue 	tant que il uient en lentree |et lors encontre une dame tote chenuee. 	tant quil est uenus a lentree de la ; forest. |Et lors encontra vne damoisele toute kenue 	tant quil uient a lentree |Et lors encontra une dame toute chenue	quil uint a lentree de la forest/ |et lors encentra une damoiselle toute chanue 	e fue entonçe porende muy triste entonçe encontro vna donçella envn muy fermoso palafren 	tanto ch’egli è venuto all’entrata della foresta. |Allora incontrò elli una dama tutta canuta 
1158|1159	qui chevalchoit molt cointement |et estoit tote deslie, ses treces par ses espaules comme pucele 	qui cheuauchyt mout coitement. |et ert tote desliie.ses tresces par ses espaules comme pucele. 	qui cheualchoit moult noblement. |et auoit sez treches toutes desloies par sez espaulles comme pucele. 	qui cheuauchoit moult cointement. |et estoit toute desliee les treces sur les espaules comme pucelle. 	qui cheuauchoit menlt coinctement toute descheuelee/ ses tresches entre ses espaulles |comment une pucelle 	que hera toda cana |e lleuaua los cauellos tendidos porlas espaldas |como si fuese muy moça 	che cavalcava molto contamente, suo capelli isparti per sue spalle com’una pulcella, 
1160|1161|1162	et avoit en son chief l. chapel de roses, |kar c’estoit entor la Saint Johan. Il le salue |et ele li dist 	et auoit en son chief un chapelat de rosez. |Car cestoit Entor la feste saint iehen. Il la salue et ele li dist 	Et auoit en son chief chapel de roses |quar ce estoit entor la saint iehan : Il le salue|maintenant |quil la uit. |Et elle dist 	et auoit en son chef ung chapel de soucique|car cestoit entour la saint iehan Il la salue. |et elle luy dist 	et auoit sur son chief ung chapiau de roses/ il la sallue |et elle luy dist 	e traia vn capillejo de Rosas enla cabeça |Ca hera entonçe |por sant juan |e lançarote lo saluo 	e avea in suo capo uno capello di rose, |ché ciò era intorno il Santo Giovanni. Elli saluta |ed ella gli dice 
1163|1164	que bone aventure li doinst Diex. « Damoisele, fet il, me savriés vos a dire |quel part uns chevaliers o unes armes vermeilles s’en vet ? — En non Diex, fet ele, je le vos enseigneroie bien, 	que bone auauture li doint diex. Dame fait lanc̃. me saurrez uos adire |quel part uns cheualiers a unes armes uermeilles sen ua. |En nodieu fait ele ie le uos ensangneroie bien ce ie uoloie. 	que diex li donnast boine auenture. Damsolisele fait |sil me sauries vous enseignier |quel part vns cheualiers sen uait |qui porte vnes armes uermeilles. |Enon dieu fait elle iou le vous enseigneroie bien 	que bonne auanture luy doint dieu damoisele fait il me scauriez uous a dire |quelle part sen ua ung cheualier a unes armes uermeilles |Certes fait elle ie le uous enseigneroye bien 	que bonne aduanture luy dennast dieu damoiselle fait il aues uous point ueu passer par cy ung cheualier a unes armes uermeilles. Eu nom dieu fait elle se ie uoulloie ie uous lenseigneroie bien dictes le moy fait il par tel conuenant 	e ella lo torno sus saludes |Donçella dixo lançarote saberme yades enseñar |por do va vn Cauallero devnas armas bermejas |Por dios dixo ella 	che buona aventura gli doni lddio. Dama, disse Lancellotto, mi sapreste vo' dire in quale parti uno cavaliere a une armi vermiglie se ne va? 
						yo voslo enseñare bien 	
1165|1166|1167	se je voloie. — Dites le moi, fet il, |par covent |que je soie vostre chevaliers el premier lieu 	Dites le moi fut il par couent |que ie soie uostres cheualiers el premier lieu 	se iou voloie. Dites le moi fait il par tel couuent |que iou soie vos cheualiers el premier lieu	si ie uouloye. Dictez le moy fait il par conuent |que ie soye uostre cheualier ou premier lieu 	que ie soie uostre cheualier au premier lieu 	si quisiere |dezidme dixo lançarote |Por tal conuenençia |que yo sea vuestro cauallero enel Primer lugar 	—Al nome di Dio, diss’ella, il voi insegnerei bene, |s’i' volesse. |— Ditelme, disse Lancellotto, per convento |che sia vostro cavaliere nel primaio luogo 
1168	ou vos me requerrois. — 	ou ie buos trouerai. 	ou vous me requerres. 	que uous me requerrez. 	que uous me requerres/ 	que me rrequerades 	che vo me ne richiederete. 
1169	Se vos me creantés, fet ele,	Se uous me uoles creanter 	Se vous me creantes fait elle 	Se uous me creancez fait elle 	se uous me promettes 	Si vosme jurades dixo la donçella 	—?Se vo' mi giurate, disse la vecchia, 
1170|1171	que vos me sievrois de quel hore |que vos en semoigne, je le vos enseignerai. » 	que uos me siere de quel hore |que ie uus en semongne ; ie le uos en sangnerai. 	que vous me sieurres el premier lieu |ou iou vous en semondrai. iou le vous enseignerai. 	que uous me suyurez a quelque heure |que ie uous semondray. ie le uous enseigneray. 	que au pre/ mier lieu ou ie uous requesray uous me aideres ie uous lenseigneray/ 	que vayades conmigo |luego enla ora |que vos llamare |yo voslo mostrare 	che vo'mi seguirete di qualche ora |ch’i vo ne riglia, io il vo insegnerò».
1172	Et cil li creante, 	et il li creante.	Et il li creante maintenant : |dont il fu	Et il luy creance. 	et il luy promet/ 	e lanzarote lo juro luego 	Ed e' lel giura immantanente, 
1173|1174	dont il se repenti puis molt durement tel hore fu. « |Or alés, fet ele, tot cest chemin», 	dont il se repanti |puis mout durement tel hore fu. |Or uos en alez fait ele par ci 	puis corocies |et moult se repenti tele heure fu. |Ore ales fait elle tout chest chemin 	dont il se repenty |puis moult fort. |Se allez fait elle tout ce chenin. 	denc depuys sen repentist/ 	donde el se arrepintio despues muy duramente tal ora fue Vos yredes poreste camino dixo la donzella 	donde si penté poscia duramente tale ora fu. |“Or andate, diss’ella, tutto questo camino», 
