micha-iv-75-5	fr333-iv-75-5	fr111-iv-75-5	sommer-iv-75-5	inc-iv-75-5	fr751-iv-75-5	lanzarote-iv-75-5	lancellotto-iv-75-5
qu’il ait pais entr’els Il.	quil ait pes entreus .ii. 	quil y ayt paix entr eulx. 	que il ait pais entreuls. ij. 	que il y ait paix entre eulx deulx. 	quil ait pais entr ex. 		
Et il se furent traist arrieres  por repanre lor alainnes,  car a merveilles longuement avoit duré lor premiers asauz; 	et il se furent tret arrieres  pour reprendre leur  alaines.Car merueilles longuement auoit dure li premiers assaulz. 	et ilz estoient tous deux retraiz  pour reprandre leurs alaines.  car a merueilles auoit dure leur premier assault. 	Et il se furent trait arriere  quar longement auoit dure lor premiers assaus. 	Adonc se retirerent arriere  pour reprendre leurs allainnes/  Car lenguement auoit duer le premier assault. 	Et il se furent trait arier  por repanre lor alainnes  que trop a auoit dure li premiers assaus. 	e se desmallauan las lorigas y fazianse salir la sangre delos cuerpos 	
si resgardoit li chevaliers s’espee,	Si regardoit li cheualiers. sespee. 	si regarde le cheualier sespee	Si regardoit li cheualiers sespee 	Si regardoit le cheualier son espee	si regarde li Li cheualiers sespee 		
car toute estoit rouge del sans mon signor Yvain  et la tersoit del pan de son haubert.  Et mes sire Vvain l’araisonne premierement,  si li dist: « Sire chevaliers. 	qui toute estoit rouge del sanc monseignor .y. et la terdoit au pan de son hauberc.  Et misire .y. laraisonne premierement.  Et li dit. Sire cheualiers 	qui estoit toute rouge du sang de messire yuain  et lessuyoit du pan de son haubert De celle mesmes matiere dessus dicte.  Et messire yuain laraisonne premierement  et luy dist. sire cheualier 	qui toute estoit rouge del sanc monseignor ywain si le commencha a terdre del pan de son hauberc.  Lors laraisonne ywain premierement.  et il li dist. Sire cheualiers. 	qui toute estoit ensenglantee du sang messire yuain/  et la torchoit au pan de son haubert/  et messire yuain en soy reposant laraisonna en lui disant. Cheualier 	qui tote fu uermeille dou sanc monsignor .y.  et la terdoit au pan de son haubert LOrs li dit messires .y.  biax sire 	por muchos lugares 	
tant nos somes combatu moi et vos qu’il n’i a celui 	tant nous sommes combatu moi  et uous  quil ni a celui 	tant nous sommes combatuz uous et moy  quil ny a celuy 	tant nous sommes combatu entre moi et vous  quil ni a celui 	tant nous sommes combatus uous/  et moy  quil ny a cellui 	tant auons fait  quil ni a celui 	e tanto se conuatieron 	
qui bien ne se soit essaiez li uns contre l’autre 	qui bien ne se soit essaiez lun contre lautre.	qui ne soit bien essaye lun contre lautre. 	qui bien ne soit esprouues a lautre. 	qui bien ne se soit essaye lun contre lautre/ 	que tous ne soit las de combatre. 		
et vos savez bien 	Et uous sauez bien 	Et uous scauez bien 	Et vous saues bien 	Et uous sauez bien 	et uos sauez bien		
que de ceste querele est li droiz miens  et li torz vostres: 	que de ceste querele est li droiz miens et li torz uostres. 	que de ceste parole est le droit mien.  et le tort uostre. 	que de ceste querele est li drois miens  et li tors vostres. 	que de ceste querelle. est le droit mien/ 	que li drois est miens de ceste querelle. 	queles conuino a folgar 	
et  por ce me samble il	Et  por ce me semble il 	et par ce me semble il 	et pour ce me samble il bien 	et pour ce me semble il 	et li tors uostres. si me sanble 	por cobrar fuelgo 	
que ceste bataille deussiez laissier, 	que uous ceste bataille deussiez lessier 	que deussez laisser ceste bataille 	que vous ceste bataille deussies laissier 	que uous deuriez laissier ceste bataille 	que ceste bataille deuisiez laissier 		
ainz que pis vos an venist, 	ainz que pis uous en uenist. 	auant que pis uous en aduenist	ains que pis vous en auenist 	ains que piz uous en uenist. 	ains que pis uos en uenist. 		
car d’aler contre droit  ne vos puet venir  se domages non. » 	Car daler contre droit.  ne uous puet uenir  se domage non. 	Car daller contre droit ne uous en puet uenir  que mal. 	quar daler encontre droit ne vous puet uenir se damages non 	Car de aller centre droit ne uous peult uenir  si nen dommaige. 	que daler contre droit  Celonc raison ne uos puet ce maus non uenir. 		
Et il dist  que de la bataille laissier n’est il mie encore conseilliez ne ne sera tant 	Et il dit que de la bataille lessier nest il mie conseilliez.  ne ne sera	Et il dit  qu il ne lerra la bataille 	et il dist  que de la bataille laissier nest il mie encore conseillies.  ne ne sera tant 	Et il luy respendit  que de la bataille  laisser nestoit il mie conseille 	Et cil dit  que de la bataille laissier nest il pas concilliez. 	y entonzes dixo don yban al otro cauallero 	
				ne ne sera tant 			
com il puisse tenir s’espee. «  Par mon chief, fait mes sire Yvain,  dont somes nos au recommancier, 	tant comme il puist sespee tenir. par mon chief fet. mesire .y. dont sommes nous au recommencier 	tant comme il puisse tenir sespee.  Certes dist messire yuain  dont sommes nous au recommancer 	comme il puist tenir sespee.  par mon chief fet mesire ywains  donques sommes nous au recommencier 	comme il puisse tenir son espee/  Par ma foy fist messire yuain doncques sommes nous a recommencer/ 	par foi fait messires .y.  dont somes nos au recomancier. 	señor Ruegovos por cortesia 	
que mon droit desfandrai je dusqu’a la mort;  mais ançois  que nos en façons plus, vos pri je par cortoisie  que vos me diez vostre non,	Car mon droit desfendrai ge dusqua lamort. Mes aincois  que uous en faciez plus. uous pri ge par cortoisie que uous me diez uostre non. 	car mon droit deffendray iucqua la mort.  mais auant que nous en facons plus uous pry ie par courtoisie  que uous me diez uostre nom.	quar mon droit ne voel iou mie laissier iusques a la mort  Mais aincois que nous en facons plus vous pri iou  que vous me dies vostre non. 	car mon droit deffendray ie/ iusques a la mort/ mais aincois que uous en faciez plus uous prie par courtoisie/  que uous me dictes uostre nom/ 	Car mon droit desfandrai ie Iuca la mort.  et totesuoie uos pri ge  que uos me dies uostre non. 	que me digais vuestro nombre  çierto vos me paresçedes buen cauallero 	
et puis face chascuns a son pooir  de l’onor avoir. — 	Et puis face chascun son pooir de lonneur auoir. 	et puis face chascun son deuoir de auoir lonneur. 	quar teuls porries vous estre  que iou ne me combateroie mie volentiers a vous 	et puis face chascun a sen pouoir de lenneur auoir  Certes fist le cheualier/ uous me sem blez si preudomme  que ie ne uous refuseroye mie/ 	et puis face chascuns miex  quil puet de lonor auoir. 	y porende voslo dire sabed 	
Certes. fait li chevaliers,  vos me samblez si prodome  que je ne vos celerai mie ce 	CErtes sire fet li cheualiers uus me semblez si preudom  que ge ne uous celeroie mie ce  que uous mauez demande. Car molt uous ai trouue meilleur cheualier et plus hardi  que ge ne quidoie.  Si uous dirai mon non 	Certes fait le cheualier uous me semblez si preudomme  que ie ne uous celeroye mie ce 	Et il dist.  par foy Sire iou ai a non bohors li escillies. 	ce  que uous mauez demande car moult uous ay trouue meilleur cheualier et plus hardy  que ie ne cuidoie.  Si uous diray mon nom 	Certes fait li cheualiers uos me sanbles  si preudons  que ie nel uos celeroie mie.  que mout uos ai conneu millor cheualier  que ie ne cuidoie. 	que yo he nombre vores el desheredado 	
que vos me demandez. Je aia non Boort li Essilliez et sui cousins mon signor Lancelot del Lac. »  Quant mes sire Yvain l’antant, 	puis que uous le me demandez.  Ge ai a non boors li essilliez.  et sui cousins monseignor lanc̃. del lac.  quant misire .y. lentent. 	que uous me demandez Iay nom boort lessille  et suys cousin de messire lancelot du lac  Et quant messire yuain lentend 	et sui cousins germains lancelot del lac Qant mesires ywains entent 	puis que uous me le demandez/  iay a nom boort le essillie le cousin monseigneur Lancelot du lac.  Quant menseigneur yuain lentendit 	Si le uos dirai Iai non behors li essilliez cousins lancelot del lac  quant Messires .y. la oi 	e so primo Cormano de don lanzarote de lago 	
si a trop grant joie.  Lors gete s’espee a terre  et oste son escu de son col  et dist a Boort : «  Ha, sire, je vos quit ceste bataille,  puis que vos estes cousins mon signor Lancelot del Lac 	si a trop grant ioie. Si giete sespee a terre.  et oste son escu de son col. Et dit a boort.  Ha: sire.  ge uous quit ceste bataille.  puis que uous estes cousins monseignor lancelot del lac. 	si a trop grant ioye.  Lors gecte sespee a terre.  et oste son escu de son coul  et dist a boort. Sire. ie uous. quicte ceste bataille  puis que uous estes cousin de messire lancelot du lac 	que ce est bohors  si en ot moult grant ioie  si giete son escu a terre  et dist a bohort. ha : sire ie vous quit ceste bataille. 	si eut trop grant ioye/  et getta son espee a terre/  puis osta son escu de son col/  et dist a boort. Sire ie uous quitte ceste bataille/  puis que uous estes cousin Lancelot du lac 	si a si grant ioie  quil oste son hiaume  et mit son escu a terre.  et dit sire ie me tieng por outre  puis que uos estes cousins lanc̃ del lac. 	y quando don yban esto oyo echo las armas  e dixo ay  señor yo me otorgo por vençido 	
et je me tieng por outré,  si vos pri  que vos me pardoingniez ce 	Ge me tieng pour outre.  Si uous pris  que uous me pordoingniez ce 	et ie me tiens pour oultre.  si uous pry  que me pardonnez ce	si men tieng pour outre.  Qui estes vous fait 	Car ie me tiens pour oultre.  Si uous pry  que uous me pardonnez/  ce 	et uos pri que uos me pardongniez ce 	e dixo bores 	
que je me sui a vos combatuz » —Sire,fait Boorz,  qui estes vos  qui me faites tele honor de ce  dont je n’ai droit  que vos vos tenez por outré  et si ne l’estes mie ?»  Et il se nome,  et quant Boorz entant 	que ge me sui a uous combatuz. Sire fet boort.  qui estes uous  qui me fetes tel honnor de ce  ou ge nai droit.  Car uous uous tenez por outrez  et si ne lestes mie.  Et il se nomme. Et quant boort entent 	que ie me suys a uous combatu. Sire fait boort  qui estes uous  qui me faictes tel honneur en ce  ou ie nay droit car uous uous tenez pour oultre  et si ne lestes pas.  Et quant il dit ce  si se nomme.  Et quant boort entend 	dont bohors  qui me faites tele honor Et il se nomme maintenant.  Et quant bohors oit 	que ie me suis cy a uous combatu. Sire dist il.  qui estes uous  qui me faictes tel henneur/ de ce ou ie nay aucun droit.  Car uous uous tenez pour oultre  et si ne lestes mie  Et il se nomma. Et quant boort sceut 	que ie sui combatus a uous.  que ie ne uos quenoissoie mie. Sire fait behors  qui estes uos. Ie sui fait il .y.  Et quant behors lentant 	E quien sodes vos Señor dixo el  yo soy don Yban fijo del Rey vrian vuestro amigo  e bores tiro luego su yelmo 	
que ce est mes sire Yvain,  si li velt s’espee randre, 	que ce est monseignor .y.  si li ueult sespee rendre. 	que cest messire ynain  si luy ueult rendre sespee 	que cest mesire ywains  si li uait sespee rendre 	que cestoit messire yuain  si lui uoulut son espee rendre 	Si oste son buaume et li ua rendre sespee. 	y fuelo abrazar 	
mais il ne la volt panre en nule manniere,  quar molt estoit cortois, 	mes il ne la ueult prendre en nule maniere.  Car molt estoit cortois cheualier. 	mais il ne la ueult prendre en nulle maniere  car moult estoit courtoiz 	mais il ne le volt prendre en nulle maniere. 	mais il ne la uoulut prendre en nulle maniere.  Car moult estoit courtoiz 	Mais il ne la uelt panre ains dit 	e fueron muy alegres a marauilla 	
et dist  que ceste honor ne li avandra, 	ainz dit bien  que ia ceste honneur ne li auendra 	et dit qui cest honneur ne luy auiendra ia. 		ains dist bien  que ia ne la prendroit ne cest henneur ne luy auiendioit. 	que ceste honors ne sera ia soie. 	ca mucho se amauan señor dixo don yban de don lanzarote supistes nuebas 	
car il n’est mie raison, »  ainz la devez avoir par raison, biaux sire, 	Car il nest mie raison.  ainz la deuez auoir biax sire. 	carr ce nest pas raison 		Car ce nestoit mie raison.  Ains la deuez auoir biau sire. 	Car il nest mie drois . 	si dixo el 	
car vos m’avez mené dusqu’a outrance. »  Lors deslacent lor hiaumes 	quar uous mauez mene dusques a outrance.  Lors deslacent lor hialmes.	Lors deslacent leurs heaumes 	Et lors deslacent lor heaumes 	Car uous me auez mene iusques a oultrance. Lors deslacerent leurs heaulmes 	Lors deslacent lor hiaumes 	que poco a que me del parti 	
et s’antrefont molt grant joie conme eil  qui molt s’entramoient,	et sentrefont molt grant ioie. comme cil  qui assez sentramoient. 	et se sont moult grant ioye comme ceulx  qui moult sentraymoient 	et sentrefont trop grant ioie comme cil  qui moult sentramoient. 	si sentrefont menlt grant ioye  comment ceulx  qui assez seutre aimoient 	et ce font grant ioie comme cil  qui mout sentranmoient. 	e contole 	
si s’asient sor l’erbe vert  et resgarde li uns l’autre ses plaies;	Si sassieent sor lerbe uert.  et regarde li uns lautre ses plaies. 	si sasseoient sur lerbe uert.  et regarde les playes lun de lautre 	Si sassistrent sor lerbe uert et regarde li vns lautre sez plaies. 	Sy se assirent sur lerbe uerde.  Et regarderent lun a lautre ses playes. 	et sacient sor lerbe uert  et se regardent li un lautre ses plaies. 	entonzes 	
si demande mes sire Vvain i noveles de Lancelot  et il les conte teles  com il les set  et dist  qu’il le laissa malade molt durement, 	Si demande Misire .y. nouueles de lanc̃.  et il li dit teles  comme il les set.  Et dit  quil na gueres  quil le lessa malades durement.	et demande messire yuain nouuelles de lancelot.  et il luy conte ce  qu il en sceit.  et dit  quil le laissa moult fort malade 	Si demande mesire ywains noueles de lancelot.  Et bohors li dist  quil le laissa moult durement malade 	Sy demada menseigneur yuain nouuelles de lancelot/ et cil les lui dist telles  comment il les scauoit.  Sy dist  quil le laissa malade durement 	et messires .y. demande nouelles de lanc̃. et behors li dit teles  comme il les set.  et li dit quil na gairez  quil le uit mout malade. 	como lo fallara maltrecho del agua  que beuiera dela fuente delas culebras 	
