	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
1050|1051	et comment ele l’ama merveillosement |et comment ele le proia et la merveille 	et coment ele lenma meruilleusement |et coment ele le proia.et la merueille 	comment elle lama merueilleusement. |Et comment elle li pria. et la meruelle 	comment elle lama merueilleusement |et comment elle le pria et la merueille 	et comment elle layma merueilleusement. 	mas de como ella amo muy afincadamente a lançarote |e delas cosas 	com’ella l’amò maravigliosamente |e |com’ella ne 'l pregò |e richiese d’amore, 
1052|1053	que ses amis en fist, |quant il sot 	que ses amis en fist |quant il sot 	que sez amis en fist. |quant il sot 	que son amy en fist |quant il scet 	et comment elle mourut pource 	que su amigo fiço |quando sopo 	e le maraviglie |che suo amico ne fece |quand’e' seppe 
1054|1055	qu’ele l’amoit, |et comment cele morut por ce qu’il la refusa, 	que ele lemmoit. |et coument ele morust porce 	que elle lama. |Et comment elle morut por chou |quil le refusa, 	quelle lamoit. 	quil la refusa |Comment lancelot rescouist le frere du cheualier 	que ella tan desmesuradamjente lo amaua |e de como ella murio quando supo |que lançarote no la queria amar 	ch’ella l’amava, |e come elli la rifiutò 
1056|1057	tot ce vos trespassera li contes ci endroit |por deviser une aventure 	que il la refasa. Tout ce nos trespasera li contes ci endroit. |por deuiser une auanture 	out ce vous trespassera li contes chi endroit |pour deuiser vne autre auenture 	et comment cy endroit pour deuiser une aunture 	qui lauoit logie. 	todo lo dexa aqui el Cuento de contar |Por contar vna auentura 	e com’ella ne mori. Tutto vo trapassa ora il conto |qui indiritto per divisare una aventura 
1058|1059|1060	qu’il lor avint el paveillon |ou il estoient. |Ci dist li contes 	qui lor auint el pauillon. |OR dit li contes 	qui lor auint el pauellon ensi |com vous orres. |ANsi entendi la damoisele a regarder lancelot |que onques ne manga 	qui leur aduint ou paueillon elle mourut par ce |quil la refusa. Tout ce uous trepassera le conte Cy dit listoire	Et comment il se deffendist centre argondes. |et puis alla a la douloureuse tour faire enterrer le corps de galle .iiii.xx.xu. LE compte dit 	que les auino enla tienda |do estauan comiendo Dize el cuento que ellos estando comiendo 	che loro avenne nel padiglione |ove egli erano. |Or dice il conto 
1061|1062|1063|1064	que, quant il orent le secont mes eu, es vos un chevalier armé d’unes armes vermeilles |qui vint corant par devant le paveillon o grant compaignie de chevaliers. |Et cil as armes vermeilles |qui devant venoit entre el paveillon a et voit. I. escuier 	que quant il orrent le secont mes eu. E uous un cheualier arme a unes armes uermeilles. |et uuit acorant par deuant le pauillon o grant compangnie de cheualiers. |et ciz as armes uermeilles |qui deuant uenoit: entra el pauillon. |et uoit un escuier 	Et tant que on dut seruir du secont mes : |Et quant il orent le secont mes es vous. j. cheualier arme dunes armes uermeilles |qui vint corant par deuant le paueillon |et vit el paueillon. j. escuier 	qui quant ilz eurent le segond mes ung cheualier arme dunes armes uermeilles uint courant deuant le paueillen o grant compaignie de cheualiers. |Et cil es armes uermeilles |qui uenoit deuant entre ou paueillon |et uoit ung escuier 	que quant ilz eurent eu le second mes uecy ung cheualier arme de armes uermeilles courant par deuant le paueillon a grant compaignie de cheualiers |et il entra au paueillon |et uist ung escuier 	asi como vos digo he aqui |por do viene por antela tienda vn cauallero convnas armas vermejas con gran conpaña de caualleros e el Cauallero delas armas vermejas |que delante venia entro enla tienda |e vio vn escudero 	che quando elli ebbono la seconda messa avuta, |ed e' vidono uno cavaliere armato d’un’arme vermiglie |che davanti lor venne nel padiglione; |e là ove vide uno scudieri 
1065	qui servoit a la table,	qui seruoit a la table. 	qui seruoit a la table 	qui seruoit a la table 	qui seruoit a la table 	que seruia antela mesa 	che serviva alla tavola 
1066|1067	si estoit freres al chevalier de laiens. |Et il cort maintenant cele part, 	et estoit freres au cheualier de laiens. |et il cort maintenant cele part	qui estoit freres au cheualier de laiens. |Et il cort mainte nant 	qui estoit frere au cheualier de leans |si court maintenant celle part 	qui estoit frere au cheualier de leans. Il le prent par les espaulles 	e el cauallero enque lo vido fue contra el 	ed era fratello del cavaliere di là entro, |ed e' corre in quelle parti, 
1068|1069	si le prent par les espaules |et le lieve devant lui sor l’arçon de la sele, 	et le prant as espaules |et le trait deuant lui sor larson de sa cele. 	si le prent par les espaulles |et le met par deuant lui sor le col de son cheual. 	et le prent par les espaules |et le lieue deuant luy sur larcon de la sele. 	et le met deuant lui es arcons de sa selle 	e tomolo porlos braços e pusolo antesi sobre el cuello del cauallo 	si prende lo scudieri per le spalle e lieva davanti lui sopra l’arcione della sella, 
1070|1071|1072|1073|1074|1075	si s’en torne a tot. |Et quant cil del paveillon voit ce. |si crie a Lancelot: « |Ha, bials sire, je sui mors, |se cil enporte ensi mon frere, |kar il l’ocirra, 	Si sen torne atant |et quant cil del pauillon uoit ce: |Si crie a lanc̾. a biax sire ie sui mors ce ciz en porte mon frere. |Car il locirra ia. 	si sen torne a tout. |Et quant li cheualiers del paueillon vit chou |si crie a lancelot. Sire iou sui mors sil emporte ensi mon frere. |quar il locirra 	si sen tourne atant. |Et quant cil du paueillon uoit ce |si crie a lancelot. |Haa beau sire ie suys mort |sil emporte ainsi mon frere |Car il loccira 	si sen ua atout. |Et quant celui du paueillon uoit ce |si crie a lancelot. |Haa sire ie suis mort |se celui emporte mon frere/ |car il loccira 	e salio conel dela tienda |e el cauallero |quelo vio ansi lleuar començo a dar vozes a lançarote ay señor muerto so si asi me lleba a aquel escudero mi hermano Ca lo matara 	si se ne va con tutto lui broccando. |'E quando il signor del padiglione vide ciò, |si isgrida a Lancellotto: |Al, bel sire, io son morto |se que' ne porta insi mio fratello, |ché l’uccidrà 
1076	s’il n’est secors: 	ce i nest cecorus. 	sil nest secorus 	sil nest secouru. 	sil nest secouru 	si lo no acorredes 	se nonn-è soccorsol 
1077	si vos pri por Dieu 	Si uous pri por dieu 	Si vous pri pour dieu 	si uous pry pour dieu 	Si uous prie pour dieu 	e porende vos Ruego por dios 	Si vo priego, per Dio, 
1078|1079	que vos i metés paine. » |Et Lancelos saut de la table 	que uos metes painne en lui rauoir. |Et lanc̃ saut de la table 	que vous metes paine en lui rescorre. |Lors saut maintenant lancelot doutre la table. 	que uous mectez |et ung escuier uient a luy si luy dist. 	que uous mettez paine a le secourir |Et lancelot sault hors de la table 	que me ayudedes alo cobrar e lançarote salio luego dela mesa 	che vo' vi mettiate pena in lui riscuotere». |E Lancellotto salta tutto immantanente della tavola 
1080|1081	et demande ses armes, |et I. escuiers vint avant,	et demande ses armes. |et uns escuiers saut auaut 	si demande ses armes |Et vns escuiers vint a lui. 	Certes fait il. uoz armes |et demourra 	et demande ses armes, |et ung escuier uint a lui 	e pidio sus armas a vn su escudero 	e domanda sue armi, |e uno scudiere viene avanti 
1082	si li dist : « 	si li dist. 	si li dist	que ie ne les suyue. 	et lui dist. 	Que y estaua le dixo señor 	che gli disse: 
1083	Par foi, sire, vos armes et vostre cheval enmainent il ! — Voire, fet il. par mon chief, ja por ce ne remaindra 	Par foi sire et uos armes |et uostre cheual enmainnent il. uoire fait cil: 	Par foy sire vos armes |et vostre cheual enmainent il voire fait il : 	Lors uient hors du paueillon. 	Par ma foy sire uoz armes emportent il. |Par mon chief pour ce ne ne demourra il pas 	Por buena fee el cauallero vos a hecho llebar vuestras armas e vuestro cauallo pormi cabeza dixo lançarote 	«Per fé, vostre armi e vostro cavallo ne mena elli.— |Vere, diss’elli, per mio capo, già per ciò non rimarrà 
			par mon chief por chou ne remandra il mie 				
		par mon chief iaporte ne remandra 					
1084	que je nes sieve.» 	que ie nes sieue. 	que ams iou ne lez sieue. 	et les peine a le rauoir 	que ie ne le suiue. 	ni por eso non fincara |quelo non siga 	ch’io nol seguiti». 
1085|1086|1087	Lors vient fors del paveillon |et li chevaliers o lui |et il esgarde cels 	Lors uient fors del pauillon et li cheualiers o lui |et regardent cex 	Et|lors sen ist hors del paueillon. |et li cheualiers aueques lui. |et il regarde chiaus 	et lancelot sault de la table |et demande ses armes uostre cheual emmainent ilz. uoire fait il. |Par mon chief pour ce ne cheualiers o luy. |et il regarde ceulx 	Et|lors sault hors du paueillen et le cheualier auec lui Ilz regardent ceulx 	e luego salio lançarote dela tienda |e el cauallero conel 	Allor va fuori del padiglione |e l cavaliere con lui, |ed e'risguardano quelli 
1088|1089|1090|1091	qui s’en vont |qui ja avoient passé l’eve par J. pont de fust;|et Lancelos demande al chevalier |s’il remaindra. « Sire, fet il, nenil, 	qui sen uont.|qui ia auoiet passe leue par .i. poncel de fust. |et lanc̃. demande au cheualier ce il remaindra. Sire fait cil non. 	qui sen vont |qui auoient passe laigue par. j. pont de fust. |Et lancelot demande au cheualier |sil remandra Sire fait il nenil 	qui sen uont |qui auoient ia passe leaue par ung pont de fust. |Et lancelot demande au cheualier |sil demourra. sire fait il nennil. 	qui sen uont |qui auoient ia passe leaue par ung pont de fust. Lancelot demande au cheualier|sil demourra. Sire fait il nenny 	e vieron yr los caualleros pasando el agua Porvna puente de madero |señor dixo lançarote al cauallero fincad vos aqui no fare dixo el 	che se ne vanno |che già avieno passato l’acqua per un ponte di legno, |Pe Lancellotto domanda al cavaliere |s’elli rimarrà, 
1092|1093	ains vos ferai compaignie |tant que nos aions trové qui armes vos baut. » 	ains uos ferai compangnie. |tant que nos aions troue |qui armes nos baut. 	ains vous tendrai compaignie |tant que vous aies troue |qui armes vous volsist baillier. 	ains uous feray compaignie |tant que nous ayons trouue |qui nous preste armes. 	ains uous feray compaignie |tant que uous aiez trouue 	mas antes yre con vos fasta que falledes quien vos de armas e cauallo enque sigades el cauallero 	ed |e dice: «Sire, non, anzi, vo farò compagnia tanto|che noi troviamo |chi armi vo 
1094|1095	Lors acueillent lor voie tot a pié |et vienent au pont, 	Et lors acuellent lor uoie. tout a pie. |et uienent au pont 	Lors acoillent lor chemin droit au pont	Lors acceillent leur uoye tout a pie |et uiennent au pont 	qui armes uous baillera. Lois uiennent au pent tout a pie 	Luego se començaron de yr e andubieron tanto |fastaque llegaron ala puente de madera 	doni».Allora accolgono lor camino tutto a ppiè |e vengono al ponte, 
1096|1097|1098	si passent outre |et s’adrecent a I. tertre |par ou li chevalier s’en vont; 	si passent outre. |et sadrescent au tertre par ou li cheualiers sen ua.	et passent outre. |Et sadrecent a vn tertre par ou li cheualier vont. 	si passerent oultre |et sadrecent au chemin |par ou les cheualiers sen uont. 	et passent oultre et se adrecent a ung terte |par ou les cheualiers uont. 	e pasaronla |e fueronse contravn otero |Por do los caualleros se yuan e lançarote 	si passano oltre |e s’adirsizlano al poggio per dove il cavaliere se ne va. 
1099	si n’ont gaires alé 	Si nont gaires ale 	Si nont gaires ale 	si nont gueres alle	Si ne ont gaires alle 	e el cauallero fueron tanto enpos ellos 	Si non ebbono guari andato 
1100|1101	quant il encontrent I. chevalier armé d’unes armes noires |qui venoit al pont par I. chemin de travers. 	quant il uoient .i. cheualier arme a unes armes noires. |qui uenoit au pont par .i chemin de de trauers. 	quant il ont encontre. j. cheualier a vnes armes noires |qui venoit au pont par. j. Chemin de trauers. 	que ilz encontrent ung cheualier arme dunes armes noires |qui uenoit au pont par ung chemin de trauers. 	quant ilz encontrent ung cheualier arme dunes armes noires 	fastaque encontraron vn cauallero armado devnas armas negras |que venia ala puente |porvn sendero pequeño altrabes 	quando elli incontrarono uno cavaliere a une armi nere |che vlenlia al ponte per uno camino di traverso. 
1102|1103|1104|1105	Et quant il voit Lancelot, |si s’areste por ce |que bien le conoissoit, |si li demande ou il vet ensi a pié tos desammés. « 	et quant il uoit lanc̃ si sareste |por ce que bien le quenoissoit. |Si li demande |ou il ua 	Et quant il vit lancelot si sarreste por chou |quil le connut bien. |Si li demande |ou il aloit ensi tout a pie et desarmes. 	et quant il uoit lancelot |si se arreste par ce que bien le cognoissoit. |si luy demande |ou il ua ainsi a pie et tout desarme. 	Quant il uist lancelot il se arresta pource |qu il le congnoissoit bien |et lui demanda |ou il alloit ainsi a pie tout desarme. 	e quando el vio a lançarote luego lo conoçio |e estovo quedo |fastaque llego 	E quand’e' vide Lancellotto, |si si arestò per ciò |che ben lo conosce, |si gli domanda |ov’elli va insi a piede e tutto disarmato. 
1106|1107|1108	Qui estes vos, sire chevaliers, fet Lancelos, |qui me demandés |ou je vois ? — Je sui, fet il, I. chevaliers d’estrange païs, 	Si a pie et ansi desarmes |Qui estes uos fait il sire cheualiers |qui me demandes ou ie uois. Ie sui fait il de cest estrange pais. 	Qui estes vous fait lancelot |qui me demandes |ou ie vois. Iou sui fait il vns cheualiers destrange pais 	Qui estes uous fait lancelot sur cheualier. |qui me denandez |ou ie uoys. Ie suys fait il ung cheualier estrange. 	Quest ce fait lancelot demandez uous ou ie uois. |Oy sire si suis ung cheualier destrange pais 	e dixole señor |do ydes asi de pie e desarmado |e quien sodes vos dixo lançarote yo so dixo el vn cauallero destraña tierra 	PeChi siete voi, disse Lancellotto, sire, |che mi domandate |ov’io vò? - l’ son, diss’elli, uno cavaliere di stran paese 
