	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
1142|1143	c’onques la damoisele n’en tasta, |ains pensa totes voies.	que onques la damoisele nen tata. |ains pance totesuoies . 	mais onques la damoisele nen gousta. |Ains pensa toutes voies a la grant biaute lancelot. 	que oncques la damoisele nen tasta. |ains peust tousiours. 	que encques la damoiselle nen tasta ains pensa a lancelot: 	e ella no auia metido vocado enla voca e la donçella |asi lo catando començo a pensar tan fieramente |que no hera sino marauilla 	ch’unque la damigella no ne saggiò,|ché d’altra vivanda avea presa a mangiare |dond’ella non si satollerà mica|leggermente, ciò l’è |aviso, |si farà |s’ella unque potrà. 
							Slnsi pensa la damigella 
1144	Et en cel pensé li descent el cuer une si grant amor	et en se panser li dessent une si tresgrant amor 	Et en celui pense li descendoit au cuer vne si grant amor : 	et ce penser luy descent ou cuer 	et en celle pensee lui descendoit une telle amour au cueur 	e ella ansi pensando |cayo vn amor ensu corazon 	tuttavia, |e n quel pensieri le si ferma nel cuore uno sì grande amore 
1145|1146	qu’ele aime Lancelot outre ce |que feme n’ama mes home; 	que ele aimme lautͣ. outre ce |que fame nemma mais home. 	que elle ama lancelot outre chou |que femme nama onkes si homme. 	tant quelle arme lancelot plus que femme nama iamais home 	que elle ayma lancelot oultre |que femme ne ayma oncques homme. 	quelo començo ansi a amar a lançarote |que mas muger podia a ome amar 	ch’ella ama Lancellotto oltre ciò |che femina non amò mai |uomo.i-ll’è aviso 
							che se Dio, 
1147	si li est avis 	Si li est bien auis	Si li est auis 	si luy est bien aduis 	Si lui est auiz 	e deçia entresi mesma 	che n’à |forza, le consentisse 
1148	que s’il l’amoit 	que ce il lenmoit 	que sil lamoit 	que selle lamoit elle seroit bieneuree. |Mais cy cy endroit 	que sil laymoit 	que si la el quisiese amar 	ch’elli|l’amasse, 
1149	qu'ele seroit beneuree. 	que ele seroit bone euree. 	que elle seroit bone euree. 	pour deuiser une auanture |qui leur aduint 	quelle seroit trop eureuse.	que se ternia porla 	ch’ella sarebbe in buon'or nata. 
1150|1151	Mais ci endroit n’em parole plus li contes, |kar ça avant le devisera 	mais ci endroit nen parole plus li contes. |Mais sa auant en la deuine page le uos deuisera il bien. 	Mais chi endroit nen parole plus li contes. |mais cha auant vous deuisera 	ou paueillon endroit nen parle plus le comte |car apres le uous deuisera bien 	Mais cy endroit |plus nen parle le compte |car cy aprez le uous deuisera 	mas bien auenturada muger del mundo 	Ma qui indiritto non parla più il |conto, |ché qua avanti vo diviserà 
1152|1153	et comment ele l’ama merveillosement |et comment ele le proia et la merveille 	et coment ele lenma meruilleusement |et coment ele le |proia.et la merueille 	comment elle lama merueilleusement. |Et comment elle li pria. et la meruelle 	comment elle lama merueilleusement |et comment elle le pria et la merueille 	et comment elle layma merueilleusement. 	mas de como ella amo muy afincadamente a lançarote |e delas cosas 	com’ella l’amò maravigliosamente e|com’ella ne 'l pregò |e richiese |d’amore, |e le maraviglie 
1154	que ses amis en fist, 	que ses amis en fist 	que sez amis en fist. 	que son amy en fist 		que su amigo fiço 	che suo amico ne fece 
1155	quant il sot 	quant il sot 	quant il sot 	quant il scet 		quando sopo 	quand’e' seppe 
1156|1157|1158|1159	qu’ele l’amoit, |et comment cele morut|por ce |qu’il la refusa, 	que ele lemmoit. |et coument ele morust porce |que il la refasa. 	que elle lama. |Et comment elle morut por chou |quil le refusa, 	quelle lamoit. |et comment cy endroit |pour deuiser une aunture |qui leur aduint	et comment elle mourut pource|quil la refusa 	que ella tan desmesuradamjente lo amaua |e de como ella murio |quando supo |que lançarote no la queria amar 	ch’ella |l’amava, |e come elli la rifiutò|e com’ella ne 
1160|1161|1162|1163|1164|1165|1166	tot ce vos trespassera li contes ci endroit |por deviser une aventure |qu’il lor avint el paveillon |ou il estoient. |Ci dist li contes |que, |quant il orent le secont mes eu, es vos un chevalier armé d’unes armes vermeilles 	Tout ce nos trespasera li contes ci endroit. |por deuiser une auanture |qui lor auint el pauillon. |OR dit li contes |que quant il orrent le secont mes eu. |E uous un cheualier arme a unes armes uermeilles. 	out ce vous trespassera li contes chi endroit |pour deuiser vne autre auenture |qui lor auint el pauellon ensi |com vous orres. |ANsi entendi la damoisele a regarder lancelot|que onques ne manga |Et tant que on dut seruir du secont mes : |Et quant il orent le secont mes es vous. j. cheualier arme dunes armes uermeilles 	ou paueillon elle mourut |par ce |quil la refusa. |Tout ce uous trepassera le conte Cy dit listoire |qui quant ilz eurent le segond mes ung cheualier arme dunes armes uermeilles uint courant 	Comment lancelot rescouist le frere du cheualier |qui lauoit logie. |Et comment il se deffendist centre argondes. |et puis alla a la douloureuse tour faire enterrer le corps de galle .iiii.xx.xu. LE compte dit |que quant ilz eurent eu le second mes uecy ung cheualier arme de armes uermeilles courant 	todo lo dexa aqui el Cuento de contar |Por contar vna auentura |que les auino enla tienda |do estauan comiendo Dize el cuento |que ellos estando comiendo |asi como vos digo he aqui |por do viene por antela tienda vn cauallero convnas armas vermejas 	mori. Tutto vo trapassa ora il conto qui indiritto per divisare una aventura |che loro avenne nel padiglione |ove egli erano. |Or dice il conto |che quando elli ebbono la seconda messa|avuta, |ed e' vidono uno cavaliere armato d’un’arme vermiglie 
1167|1168|1169	qui vint corant par devant le paveillon o grant compaignie de chevaliers. |Et cil as armes vermeilles |qui devant venoit entre el paveillon a et voit. I. escuier 	et uuit acorant par deuant le pauillon o grant compangnie de cheualiers. |et ciz as armes uermeilles |qui deuant uenoit: entra el pauillon. |et uoit un escuier 	qui vint corant par deuant le paueillon |et vit el paueillon. j. escuier 	deuant le paueillen o grant compaignie de cheualiers. |Et cil es armes uermeilles |qui uenoit deuant entre ou paueillon |et uoit ung escuier 	par deuant le paueillon a grant compaignie de cheualiers |et il entra au paueillon |et uist ung escuier 	con gran conpaña de caualleros e el Cauallero delas armas vermejas |que delante venia entro enla tienda |e vio vn escudero 	che davanti lor venne nel |padiglione; |e là ove vide uno scudieri 
1170	qui servoit a la table, 	qui seruoit a la table. 	qui seruoit a la table 	qui seruoit a la table 	qui seruoit a la table 	que seruia antela mesa 	che serviva alla tavola 
1171|1172	si estoit freres al chevalier de laiens. |Et il cort maintenant cele part, 	et estoit freres au cheualier de laiens. |et il cort maintenant cele part	qui estoit freres au cheualier de laiens. |Et il cort mainte nant 	qui estoit frere au cheualier de leans si court maintenant celle part 	qui estoit frere au cheualier de leans. Il le prent par les espaulles 	e el cauallero 	ed era fratello del cavaliere di là |entro, |ed e' corre in quelle |parti, 
1173|1174|1175|1176|1177	si le prent par les espaules |et le lieve devant lui sor l’arçon de la sele, |si|s’en torne a tot. |Et quant cil del paveillon voit ce. si crie a Lancelot: « 	et le prant as espaules |et le trait deuant lui sor larson de sa cele. |Si sen torne atant |et quant cil del pauillon uoit ce: |Si crie a lanc̾. 	si le prent par les espaulles |et le met par deuant lui sor le col de son cheual. |si sen torne a tout. |Et quant li cheualiers del paueillon vit chou 	et le prent par les espaules et le lieue deuant luy sur larcon de la sele. |si sen tourne atant. |Et|quant cil du paueillon uoit ce |si crie a lancelot. 	et le met deuant lui es arcons de sa selle |si sen ua atout. |Et quant celui du paueillon uoit ce |si crie a lancelot. 	enque lo vido fue contra el |e tomolo porlos braços e pusolo antesi sobre el cuello del cauallo |e salio conel dela tienda 	si prende lo scudieri per le spalle e lieva davanti lui sopra l’arcione della |sella, |si se ne va con tutto lui |broccando. |'E quando il signor del padiglione vide |ciò, si isgrida a Lancellotto: Al, bel 
1178|1179	Ha, bials sire, je sui mors, |se cil enporte ensi mon frere, 	a biax sire ie sui mors ce ciz en porte mon frere. 	si crie a lancelot. Sire iou sui mors |sil emporte ensi mon frere. 	Haa beau sire ie suys mort |sil emporte ainsi mon frere 	Haa sire ie suis mort |se celui emporte mon frere/ 	e el cauallero quelo vio ansi lleuar començo a dar vozes a lançarote ay señor muerto so si asi me lleba a aquel escudero mi hermano Ca lo matara 	sire, io son morto |se que' ne porta insi mio |fratello, 
1180	kar il l’ocirra, 	Car il locirra ia. 	quar il locirra 	Car il loccira	car il loccira 		ché l’uccidrà 
1181	s’il n’est secors: 	ce i nest cecorus. 	sil nest secorus 	sil nest secouru. 	sil nest secouru 	si lo no acorredes 	se nonn-è soccorsol 
1182	si vos pri por Dieu 	Si uous pri por dieu 	Si vous pri pour dieu 	si uous pry pour dieu 	Si uous prie pour dieu 	e porende vos Ruego por dios 	Si vo priego, per|Dio, 
1183|1184	que vos i metés paine. » |Et Lancelos saut de la table 	que uos metes painne en lui rauoir. |Et lanc̃ saut de la table 	que vous metes paine en lui rescorre. |Lors saut maintenant lancelot doutre la table. 	que uous mectez et ung escuier uient a luy |si luy dist. 	que uous mettez paine a le secourir |Et lancelot sault hors de la table 	que me ayudedes alo cobrar e lançarote salio luego dela mesa 	che vo' vi mettiate pena in lui riscuotere». |E Lancellotto salta tutto immantanente della tavola 
1185|1186	et demande ses armes, |et I. escuiers vint avant,	et demande ses armes.|et uns escuiers saut auaut 	si demande ses armes |Et vns escuiers vint a lui. 	Certes fait il. uoz armes |et demourra 	et demande ses armes, |et ung escuier uint a lui 	e pidio sus armas a vn su escudero 	e domanda sue armi, e uno scudiere viene avanti 
1187	si li dist : « 	si li dist. 	si li dist	que ie ne les suyue. 	et lui dist. 	Que y estaua le dixo señor 	che gli 
1188	Par foi, sire, vos armes et vostre cheval enmainent il ! — Voire, fet il. par mon chief, ja	Par foi sire et uos armes |et uostre cheual enmainnent il. uoire fait cil: 	Par foy sire vos armes et vostre cheual enmainent il voire fait il : |par mon chief 	Lors uient hors du paueillon. |et les peine a le rauoir 	Par ma foy sire uoz armes emportent il. |Par mon chief pour ce ne ne demourra il pas	Por buena fee el cauallero vos a hecho llebar vuestras armas e vuestro cauallo pormi cabeza dixo lançarote 	disse: «Per fé, vostre armi e vostro cavallo ne mena |elli.— Vere, diss’elli, per mio 
1189|1190	por ce ne remaindra |que je nes sieve.» 	par mon chief iaporte ne remandra |que ie nes sieue. 	por chou ne remandra il mie |que|ams iou ne lez sieue. 	et lancelot sault de la table |et demande ses armes uostre cheual emmainent ilz. |uoire fait il.	que ie ne le suiue. 	ni por eso non fincara quelo non siga 	capo, già per ciò non rimarrà |ch’io nol seguiti». 
1191|1192	Lors vient fors del paveillon et li chevaliers o lui |et il esgarde cels 	Lors uient fors del pauillon et li cheualiers o lui |et regardent cex 	Et lors sen ist hors del paueillon.|et li cheualiers aueques lui. |et il regarde chiaus 	Par mon chief pour ce ne cheualiers o luy. |et il regarde ceulx 	Et lors sault hors du paueillen et le cheualier auec lui Ilz regardent ceulx 	e luego salio lançarote dela tienda |e el cauallero conel 	Allor va fuori del padiglione |e l cavaliere con |lui, |ed e'risguardano quelli 
1193|1194|1195	qui s’en vont |qui ja avoient passé l’eve par J. pont de fust;|et Lancelos demande al chevalier 	qui sen uont.|qui ia auoiet passe leue par .i. poncel de fust. et lanc̃. demande au cheualier 	qui sen vont|qui auoient passe laigue par. j. pont de fust. |Et lancelot demande au cheualier 	qui sen uont |qui auoient ia passe leaue par ung pont de fust. |Et lancelot demande au cheualier 	qui sen uont |qui auoient ia passe leaue par ung pont de fust. Lancelot demande au cheualier	e vieron yr los caualleros pasando el agua Porvna puente de madero |señor dixo lançarote al cauallero 	che se ne vanno |che già avieno passato l’acqua per un ponte di |legno, Pe Lancellotto domanda al cavaliere
1196	s’il remaindra. « Sire, fet il, nenil,	ce il remaindra. Sire fait cil non. 	sil remandra Sire fait il nenil 	sil demourra. sire fait il nennil. 	sil demourra. Sire fait il nenny 	fincad vos aqui no fare dixo el 	s’elli |rimarrà, 
1197|1198|1199|1200	ains vos ferai compaignie |tant |que nos aions trové |qui armes vos baut. » 	ains uos ferai compangnie. |tant que nos aions troue |qui armes nos baut. 	ains vous tendrai compaignie |tant |que vous aies troue |qui armes vous volsist baillier. 	ains uous feray compaignie |tant que nous ayons trouue |qui nous preste armes. 	ains uous feray compaignie |tant que uous aiez trouue |qui armes uous baillera. 	mas antes yre con vos |fasta que falledes |quien vos de armas e cauallo enque sigades el cauallero 	ed e dice: «Sire, non, anzi, vo farò compagnia tanto|che noi troviamo |chi armi vo 
1201|1202|1203	Lors acueillent lor voie tot a pié |et vienent au pont, |si passent outre 	Et|lors acuellent lor uoie. tout a pie. |et uienent au pont si passent outre. 	Lors acoillent lor chemin droit au pont |et passent outre. 	Lors acceillent leur uoye tout a pie |et uiennent au pont |si passerent oultre 	Lois uiennent au pent tout a pie |et passent oultre 	Luego se començaron de yr |e andubieron tanto |fastaque llegaron ala puente de madera |e pasaronla 	doni».Allora accolgono lor camino tutto a|ppiè e vengono al |ponte, |si passano oltre 
1204|1205	et s’adrecent a I. tertre |par ou li chevalier s’en vont; 	et sadrescent au tertre |par ou li cheualiers sen ua.	Et sadrecent a vn tertre |par ou li cheualier vont. 	et sadrecent au chemin par ou les cheualiers sen uont. 	et se adrecent a ung terte par|ou les cheualiers uont. 	e fueronse contravn otero |Por do los caualleros se yuan e lançarote 	e s’adirsizlano al poggio|per dove il cavaliere se ne |va. 
