micha-iv-75-4	inc-iv-75-4	fr111-iv-75-4	fr751-iv-75-4	fr333-iv-75-4	sommer-iv-75-4	lanzarote-iv-75-4	lancellotto-iv-75-4
et oste son hiaume, 	que urayement cestoit il:  puis osta sen heaulme affin 	et oste fon heaume 	que cest il uoirement  Lors oste son hiaume de sa teste porce 	Et il oste son hiaume pour ce 	Si oste son heaume pour ce 	se quito el yelmo 	
por ce qu’ele le quenoisse mielz.	que elle le cengneust mieulx/ 	afin qu elle le cognoisse 	quele le quenoisse miex. 	que elle le connoisse. 	que elle le connoisse miex. 	porque lo conoçiese 	
Et quant ele set  que ce est il, 	et quant elle sceut  que ce estoit il 	Et quant elle sceit  que cest luy 	Et quant ele set  que cest il 	Et quant ele set  que ce est il. 	Et quant elle set  que ce est il. 	y quando lo ella Conoçio fue tan alegre 	
si est tant liee que nule plus ; 	si fut tant ioyeuse  que nulle plus ne le pouoit estre: 	si est tant liee  que ne puet plus 	si est tant lie  que nulle plus. 	si est tant liee que nule plus. 	si est tant lie que nulle plus. 	quanto enel mundo  mas no podia ser 	
si li giete les braz au col et li fait la greingnor joie  qu’ele puet 	si lui getta les bras au col/  et lui fist la greigneur ioye  que elle peult/ 	et luy gecte les braz au col et luy fait la plus grant ioye  qu elle puet 	et li gette les bras au col et li fait tote la ioie  quele puet. 	Sili giete les braz aucol.  et li fet la greignor ioie  quele puet. 	Si li giete sez bras au col  et li fait la greignor e ioie  que elle puet. 	e Comenzolo de abrazar muchas vezes 	
et li demande 	en lui demandant 	et luy demande 	et li demande 	Et li demande 	Si li demande 	y dixole 	
quele aventure l’a illuec amené et a quel ore. 	quelle auenture lauoit illec amene a telle heure. 	qu elle auanture la ilec amene. 	quele auanture la la amene. 	quele auenture la illec amene.  et a quele heure il i uint. 	quele auenture la illuec amene a tel heure. 	señor qual auentura vos traxo aqui a tal tiempo 	
Et il li conte?  conment il avoit perdu son cheval  ne ne pooit el chastel entrer, 	Et Lancelot lui compta 	et il luy comte  comment il a perdu son cheual.  Et quil ne pouoit entrer ou chastel	et il li conte ce  que la nuit li estoit auenu.  et commant il perdi son cheual.  et ne pot el chastel entrer. 	Et il li conte  comment il auoit perdu son cheual.  ne ne pooit el chastel entrer. 	Et il li fcontel  comment il auoit perdu son cheual.  et comment il ne pot el chastel entrer. 	quando vos vbe tanto menester  y ella Conto lo que le acaesçiera conla fija del Rey peles  y como perdiera su Cauallo entrante enel Castillo 	
et por ce estoit il venuz souz les arbrisiaux 	comment il lui estoit auenu. 	et par ce estoit il uenu soubz les arbres 	et por ce iert il uenus sous ses aubrissiax. 	Et pour ce estoit il uenuz souz les arbres 	et  por ce estoit il uenus souz lez arbrisiaus. 	y poreso vine aqui 	
					Quant lancelot ot dit a la damoisele sauenture. 		
tant que il fust jorz. » Sire, fait ele, vos ne manjastes anuit  ne ier par aventure. —  Vos dites voir, fait il. —  Or vos dirai, fait ele,  que nos ferons. Montons sor noz chevax  et alons chies une moie cousine 	Or uous diray  que nous ferens/ montons sur ces cheuaulx/  et allens chieux une mienne cousine 	tant quil fust iour. sire fait elle uous ne mangeastes huy ni hier. uous dictes uoir fait il Ie uous diray fait elle  que nous ferons. montons sur noz cheuaux et alons chex une moye cousine 	tant quil fust iors.  SIre fait ele uos ne maniastes hui par auanture. Uos dites uoir fait il.  Or uos dirai fait ele  que nous ferons. montons sor uos cheuaus .  et alons ci pres chez une moie cosine. 	tant quil fust iors. Sire fet ele. uous ne mengastes a nuit ne hier par auenture. uous dites uoir fet il.  OR uous dirai fet ele  que nous ferons. Montons sor nos cheuaux.  et alons c̶ chies une moie cousine. 	Si li dist la damoisele.  Oire vous ne mangastes anuit.  ne hier par auenture. vous dites voir fet il .  Et elle li dist. Sire or montons sor nos cheuaus.  et en alons nous chies vne moie cousine 	fastaque fuese de dia señor dixo ella  creo que anoche ni oy no hauedes comido  verdad es dixo el  pues señor dixo ella  yo vos dire  que fagamos Caualguemos  y vaiamos a Casa devna mi hermana 	
qui ci pres maint a pres de demi liue et illec trouverons a mengier et a boivre 	qui cy prez demeure a moins de demie lieue:  et illec trouuerons a mengier assez et a boire/ et beaulx litz pour couchier/ 	qui demeure a demye lieue de cy  et ilec trouuerons a boire et a manger et beaux litz a noz uoulons 	qui maint pres de ci a demie lieue.  et illuec trouerons a mengier et a boire. 	qui ci pres maint a pres de demie lieue.  Et illec trouuerons nous a boiure et a maingier et biaux liz a nos uoloirs. 	qui chi pres maint a mains de demie lieue.  Et illueques trouerons nous a mangier et a boire 	que esta çerca de aqui  y fallaremos 	
et biaux liz a noz voloirs. »  Et il dist 	et il dist 	Et il dit 	et biax lis a nos uolentes. et il dit 	Et il dist 	et aurons biaus lis pou dormir. et il dist 	y todo quanto hubieredes menester mucho me plaze  dixo el 	
que ce velt il bien,  car ausint ne feroient il riens illuec. 	que ce uouloit il bien/ car aussi ne feroient ilz riens illec 	que ce ueult il bien.  car aussi bien ne feroient ilz riens ilec 	que ce uet si bien:  que ansi ne feroient il illueques nulle rien. 	que ce uelt il bien.  Car ausint ne feroient il riens illec. 	que ce veult il bien  quar aussis ne feroit il riens illuec : 	que ya non tenemos aqui que fazer 	
Quant il sont monté,  si tornent a destre del chemin  et vont tant  qu’il viennent a l’entree d’un petit boschet,  si voient illuec une maison batillie close de fossez 	Puis quant ilz furent montez a cheual  si tournerent a destre du chemin/  et cheuaucherent  tant quilz uindrent a lentree dun petit bois/  si ueirent illec une maison bataillee et bien close de bons fossez 	Quant ilz sont montez  si tournent a destre  et uont tant  qu ilz uiennent a lentree dung boys  si uoyent ilec une maison bataaillee close de foussez 	quant il sont monte sor lor cheuaus si tornent a destre.  et uont tant qu il uiennent a lentree dun boschet  Si uoient illuec une maison batillie et bien close de fosses.	Et quant il sont montez.  si tournent a destre del chemin.  Et uont tant quil uienent a lentree dun petit boschet. Il uoient illec une meson batailliee. close de fossez. 	Et quant il sont monte  si tornent a destre del chemin.  Si vont tant  quil en Vienent a vn petit plaissie Si trueuent illuec vne maison bateillie et close. 	Como don lançarote aluergo conla hermana desu amiga  Entonzes Caualgaron  y fueron porsu camino  y andubieron tanto  que llegaron auna Casa  que hera muy fermosa 	
et troevent le pont levé. La damoisele huche le portier  et cil 	mais trouuerent le pout leue/  et la damoiselle hucha le portier/  et cil 	et treuuent le pont leue  et la damoisele huche le portier. et cil 	et trueuent le pont leue.  et la damoisele apele le portier de laiens  et cis 	Et trueuent le pont leue. et la damoisele huche le portier.  Et cil 	et. uueuent le pont leue.  Et la damoisele huche le portier.  Et cil 	y desque llegaron aella fallaron vna puerta hechadiza 	
qui bien le connoissoit ist fors em braies et an chemise,  si avale le pont. 	qui bien la cengnois soit yssit hors en chemise:  si aualla le pont 	qui bien le cognoist yst hors en brayes et chemise et leue le pont. 	qui bien la quenossoit uient en braies et en chemisse  et auale le pont. 	qui bien la connoissoit ist hors em braies et en chemise.  Si auale le pont 	qui bien le connoist ist hors en braies et en chemises  et auale le pont	Por do pasauan la puente 	
Et la damoisele li dist: « Va tost,  si esveille ma cousine  et li di  que je li amaing I. chevalier  de qui ele sera molt liee, 	et la damoiselle lui dist ua tost/  et esueille ma cousine  et lui dy  que ie lui ameine ung cheualier  du quel elle sera moult ioyeuse 	et la damoisele luy dist ua esueillir ma cousine.  et luy deis  que ie luy amene ung cheualier  dont elle sera bien liee 	et la damoisele li dit.ua tost et si esueille ma dame ma cosine  que ie li amainne .i. tel cheualier  de cui uenue ele sera mout lie 	Et la damoisele li dist ua  si esueille tost ma cousine.  Et il si fist.  Et dist a sa dame  que sa cousine li amaine .i. cheualier.  de quoi ele sera molt liee. 	Et la damoisele li dist va tost  si esueille ma cousine. et li di  que iou li amain vn cheualier  de qui uenue elle sera moult lie 	y la donzella començo a llamar al portero  y desque la conoçio salio luego fuera  y alço la puerta dela puente 	
quant ele le connoistra».  Cil cort por faire son conmandement  et Lancelot entre lui et la damoisele passent le pont et descendent en mi la cort. 	si tost comment elle laura ueu/  si se hasta le seruiteur  pour faire son comandement/  et lancelot passa le pent  et entra dedens lui et la damoiselle  puis descendirent emmi la court. 	quant elle le cognoistra.  Et il court  pour faire son commandement.  et lancelot et la damoisele passent le pot  et descendent en la court. 	quant ele en saura uerite.  et cil fait son commandemant maintenant. et lanc̃. et la damoisele passent le pont  et descendent en la cort aual 	quant ele le connoistra.  Cil court pour fere son commandement.  Et lanc̃. entre lui et la damoisele passent le pont. et descendent enmi la court. 	quant elle le connistra.  Cils cuert faire son commandement. Et lancelos et la damoisele passent le pont  et descendent en mi la cort. 	y entro luego y dixole la donzella ve ayna  y dile ami cormana 	
Et ne demora gueres  que li sires de laienz et la dame furent revestu et apparillié; 	Si ne demoura gaires  que le seigneur et la dame de leans furent uestus/  et appareillez 	Et tantost apres le sire et la dame de leans furent uestuz et appareillez 	et ne demora mie grantment  que li sires et la dame de laiens uinrent par illuec 	Et ne demora gueres  que li sires et la dame de leainz furent uestuz et appareilliez. 	Et il ne demora gaires  que li t sires et la dame furent apareilliet 	que le traio vn huesped 	
si issent fors de la chambre  et font cierges alumer 	si yssirent hors de leur chambre  puis firent allumer des cierges 	et yssent hors de la chambre. et y font alumer cierges 	et sen issirent de lor chanbre  et font grans cierges aIumer	Si issent hors de lor chambres  et font cierges alumer 	et issent hors de la cambre  et font le fu alumer 	con que sera muy alegre 	
por veoir cler.  Si viennent a la damoisele  et li font trop grant joie  et ele dist a sa cousine  qu’ele la lest ester 	pour ueoir plus cler  si uindrent a la damoiselle  en lui faisant moult grant ioye/  et elle leur dist laissez moy ester/ 	pour ueoir cler  et uiennent a la damoisele et luy sont trop grant ioye.  Et elle dist a sa cousine qu elle la lesse ester 	por ueoir parmi la salle.  Si uiennent a la damoisele  et si font mout grant  Ioie.et ele dist a sa cousine  que ele last tout ester 	pour ueoir plus cler.  Si uienent a la damoisele.  et li font trop grant ioie.  Et ele dit a sa cousine  quele la lest ester. 	por ueoir.  et font a la damoisele moult grant ioie.  Et elle dist a sa cousine  que elle le laist ester.	desque lo conoçiere  y el portero fizo luego su mandado y don lançarote y la donzella entraron  y desçendieron enel Corral 	
et face joie au chevalier  qu’ele a amené, « 	mais festoyez ce cheualier que ie uous ay amene/ 	et face ioye au cheualier  qu elle a amene. 	et face Ioie au cheualier  quele amanine auec li. 	Ainz face ioie. Au cheualier.  que ele a la amene. 	et face ioie au cheualier  que elle a amene 	y el señor dela Casa y su muger salieron aellos 	
car bien saichiez, fait ele, 	car bien sachiez fist elle 	car sachez fait elle 	Car bien sachiez 	Car bien sachiez fet ele 	quar bien sachies fait elle 	y Resçiuieronlos muy bien 	
que a plus prodome de lui ne poez vos servir. »  Et cele demande	que plus preudomme de lui ne pourriez uous mie seruir:  et sa cousine demanda	que plus preudomme de luy ne pourriez uous seruir.  et elle demande 	que plus preudome de lui ne porriez uos seruir iamais. et cele demande 	que plus preudome de lui ne poez uous seruir.  Et ele demande 	que plus preudomme ne porries vous mie herbergier.  Et la dame li demande 	y la dueña del Castillo dixo asu cormana 	
qui il est 	qui il estoit/ 	qui il est. 	qui il est. 	qui il est. 	qui il est. 	quien es este cauallero 	
et ele dist  que c’est Lanceloz del Lac.  Lors li font tuit molt grant joie  et le font desarmer. 	et elle lui dist  que ce estoit Lancelot du lac:  Lors lui firent tous moult grant feste et ioye 	et elle dit que cest lancelot du lac  Lors luy font tous grant ioye et le font desarmer. 	par foi fait  ele cest messires lanc̃ del lac.  Lors font tuit cil de laiens grant ioie  quant il quenoissent lanc̃. 	Et ele li dit  que ce est lanc̃. del lac. LOrs font tuit si grant ioie a lanc̃.  Et le font desarmer.	et elle dist  que cest mesires lancelot e del lac.  Lors li font moult grant ioie et le font desarmer 	y ella dixo sabed que este es don lanzarote de lago  y quando ella lo oyo fue muy alegre 	
Et la damoisele dist  que l’an lor apareille a mengier,  car il ne mangierent anuit,  et li sires de laienz le dist a ses genz 	si le firent desarmer/  et la damoiselle leur pria 	et la damoisele dit  que len apareille a manger. car ilz ne mangerent ennuyt.  et le sire de leans le dist a ses sergens 	et la damoisele commande  que on lor aparaut a mengier.  Car il ne mangerent ennuit.  et li sires le coumande a cex de laiens 	Et la damoisele dit  que len leur apareult a maingier.  Car il ne megierent a nuit.  Et li sires de laienz le dit asses serganz. 	et la damoisele li dist  que elle face apareillier a mangier  car il ne mangierent anuit.  Et li sires de laiens le dist a ses sergans 	y desque lo conoçieron fizieron conel mucha alegria conel todos  y desarmaronlo y dieronle muy bien de Comer 	
qui bien en firent son conmandement,  car il distrent  que tout ert prest. Si fait mestre les tables  et mengierent  tant com lor plost; 	que len leur abillast a mengier  Car ilz nauoyent menge de la iournee  si le command a le seigneur de leans ases sergens 	qui bien furent son commandement  car tost est prest. si fait mectre la table  et mangerent tant  qu il leur pleut.	qui bien en font son coumandemet.  et dirrent  que tout est pres. di mestent les tables  et il menierent  tant com il porrent. 	qui bien en firent son commandement  Car il distrent  que tout est prest.  Si fet metre la table  et mengerent  tant con lor plot. 	et il firent bien son commandement.  Si dient que tout est prest.  Si firent metre la table  et mangierent tant comme il lor plot. 	y fizieronle muy buen lecho  e durmio fasta otro dia de mañana  que mucho le hera menester y otro dia de mañana preguntaron el huesped y la huespeda Ala donzella amiga 	
puis s’alerent couchier  et dormirent. Au matin J.  poi aprés prime se leverent cil de laienz  et demanderent a la pucele 	qui bien en firent leur deuoir. Au matin ung pou deuant prime se leuerent ceulx de leans et demanderent a la damoiselle 	puis allerent coucher  et dormirent uicquau matin ung pou apres prime  que ceulx de leans se leuerent ung pou  et demanderent a la damoisele	puis alerent couchier  et dorment iuques a lendemain au matin. un poi deuant prime ce leuerent cil de laiens.  et demandent a la pucele 	puis alerent coucher.  et dormirent iusques au matin. un poi apres prime.  se leuerent cil de laienz.  Et demanderent a la damoisele 	puis alerent couchier  et dormirent iusques a lendemain au matin  vn  poi apres prime demanderent cil de laiens a la damoisele 	que auentura vos traxo aqui anoche  y ella selo conto todo 	
