	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
1318	que bien porent oîr, 	que bien le pueent entandre 	que tout le porent bien oir. 	que bien le peurent ouyr 	que bien le peult ouir 	de quanto vido |que le podian oyr 	
1319|1320|1321|1322	et maintenant li vient acorant li uns d’eus, l’escu al col, le lance el poing, |et fu armés de totes armes. |Et Lancelos le fiert |si que pour le hauberc ne remaint 	et maintenant li uient acorant li uns daus lescu au col la lance el poing. et fu armes de toutes armes. |et lanc̃ le fiert |si que por le haubert ne remaint: 	Et maintenant li vint a lencontre li vns daus a cheual lescu au col la lance el poing |et fu bien armes de toutes armes. |Et lancelot le fiert si durement. |que |por le hauberc ne remaint il mie 	Et adonc luy uient courant lun deulx lescu au coul la lance ou poing. |et fu arme de toutes armes |Et lancelot le fiert |si que pour le haubert ne demeure	maintenant luy uient a lencontre lun de lautre lescu au col la lance au poing armes de toutes pieces/ |et lancelot le fiert si durement 	e luego vino contrael vno delos caualleros el escudo al cuello |e la lança enla mano armado de todas armas |e lançarote lo yryo asi tan duramente 	
1323|1324	qu’il ne li met par mi le cors le fer del glaive |si l’empaint bien com cil 	que il ne li meste parmi le cors et le fer et la glauie. |Si lenpant bien comme cil 	quil ne li mete parmi le cors le fer del glaiue. |si lempaint bien comme cil 	quil ne luy mecte le fer du glayue parmy le corps. Il lempanit bien comme cil 	quil luy met le fer du glaiue parmy le coprs 	que porel escudo ni porla loriga no finco 	
1325|1326	qui assés ot et cuer et force: |si le porte del cheval a terre et retrait son glaive a lui; 	qui auoit assez cuer et force |Si le porte a terre. et retrait son glaiue a lui. 	qui ot asses cuer et force. |si le porte del cheual a terre. |puis traist son glaiue a soi. 	qui auoit assez cuer et force |si le porte du cheual a terre |et retraict son glaiue a luy 	si le porte a terre/	quele no metiese la lança |pormedio del cuerpo e dio conel gran cayda en tierra |Como aquel que hera de Gran fuerça 	
1327	si voit I. autre venir tot appareillié de joster 	Si uoit un autre uenir a lui tout aparillie de ioster. 	si en reuoit vn autre venir tout apreste de iouster. 	Si uoit ueniir ung autre tout appareille de iouster. 	et uoit ung aultre uenir tout prest de iouster 	e Luego vino otro contrael aparejado de Justar 	
1328|1329	et il nel refuse pas, |ains li torne le chief del cheval, 	et il nel refuse pas. |ains li torne le chief del cheual. 	et il li torne le cheual. 	et il ne li refuse pas |ains luy tourne le chief du cheual. 	et il ne le reffuse pas/ 	e lançarote no Rehuso |ante boluio la Cabeza del cauallo alla do lo vyo venir 	
1330	et cil 	et cil 	et cil 	et cil 	et celuy 	e el cauallero lo firio 	
1331|1332	qui vint acorant li done tel cop en l’escu |que tote sa lance vole en pieces. 	qui uint acorant li done tel cop sor lescu |que la lance uole tote en pieces. 	qui uenoit acorant li donne tel cop sor son escu |que sa lance vole em pieces. 	qui uient courant luy donne tel cop sur lescu |que toute sa lance uole en pieces 	qui uient accourant luy donne tel coup sur son escu |que sa lance uolle en pieces. 	ansi que su lança le quebro En medio del escudo 	
1333|1334	Et Lancelos, |qui un poi porta sa lance bas. l'ataint par desus l’arcon de la sele,	et lanc̃. |qui tuit sa lance |.i. pou bas le fiert par desus larson de la sele. 	Et il aporte la soie j. poi plus bas 	Et lancelot |qui ung pou porta sa lance bas lactant par dessus larcon de la sele 	et lancelot porte la sienne ung pou plus bas |si la actaint 	e lançarote lo hirio |ansi vn poco baxo asi ençima del arçon dela silla 	
1335|1336	si le fiert |si que les mailes del hauberc ne pueent soffrir le grant cop 	Et le fiert |si que les maillez de haubert ne pue en soufrir le grant cop. 	si le fiert si durement |que lez mailles del hauberc ne porent soffrir le cop. 	si le fiert |si que les mailles du haubert ne peuent souffrir le grant coup. 	et le fiert si durement |que les mailles du haubers ne peurent le coup souffrir	asi quela loriga no lo pudo defender 	sì grande andatura 
1337|1338	que li glaives ne li voist par mi le cors |si que li fers pert d’autre part; 	et li glaiuez li pert de lautre part. 	que li glaiues ne li voist parmi le cors. |si quil pert de lautre part. 	Et le glayue luy ua parmy oultre le corps. |si que le fer pert de lautre part. 	que le glaiue ne lui uoit parmi le corps 	quela lança no le metiese pormedio del cuerpo |asi que la Lança paresçio dela otra parte 	
1339|1340|1341|1342	si l’empainst si durement|qu’il le porte a terre et lui et le cheval. |Et|lors dient cil 	et il len paine si durement |que il porte et lui et le cheual ensanble a terre. |Et lors dient cil 	Et il lempaint si durement |quil porte lui et le cheual a terre tout en. j. mont. |Lors dient cil 	et il lempaint si fort |quil porte a terre luy et le cheual ensemble. |Et lors dient ceulx 	si quil porte luy et le cheual a terre. |Et lors dient ceulx 	e Dio conel e conel Cauallo envno en tierra |Mucho se Marauillaron los otros Caualleros desto 	come può del cavallo trarre, 
1343|1344	qui devant s’en aloient |que molt joste bien li chevaliers, 	qui deuant sen aloret |que mout ioste bel li chrł 	qui deuant sen uont |que bien iouste li cheualiers 	qui deuant sen aloient |que moult iouste bien le cheualier 	qui deuant sen alloient |que monlt iouste bien le cheualier. 	e dixeron |que mucho Justaua bien el Cauallero 	e tanto ch’elli agiugne il cavaliere 
1345|1346	quant. Il. de lor meillors compaignons a ensi abatus. |Et Lancelos laisse corre a els tos 	que deus de nos mallors cheualiers a abatus. |et lanc̃ lait corre a aus 	qui. ij . de lor compaignons a abatus. |Et lancelot laisse corre a aus tous 	qui a ainsi abatu deux de leurs compaignons. |Et lancelot laisse courre es autres 	Quant lancelot eust rompu sa lance il mest la maina lespee 	Que dos delos mejores Conpañeros auia derribado e lanzarote se lanço entonçe entre ellos 	
1347|1348|1349|1350	qui encore estoient nuef; |si ot l’espee traite, |por ce que ses glaives estoit brisiés al chevalier |qu’il ot derrainement abatu ; 	qui encor estoient .ix. |Si trait lespee |que ses glaiues estoit abatus et brisiez au daurien cheualier. 	quencore estoient. xij.|Si trait lespee |quar ses glaiues iert brisies au cheualier |quil auoit daarrainement abatu. 	qui estoient encor neuf |si eut lespee traicte par ce |que son glayue estoit brise au cheualier |quil auoit dernierement abatu 	et lesse courre uers les aultres |qui estoient uingt. 	que heran veinte |e el conla espada enla mano |que la lança hera quebrada 	ch’elli seguia. 
1351	si lor detrenche lor escus 	Si lor detranche lor hiaumes 	Si lor detrence escus 	si leur detranche les escuz	si leur despiece escus 	e començo a derribar escudos 	
1352|1353	et lor depiece lor hialmes |et lor ront les haubers sor les bras et sor les espaules; 	et lor uont Lor haubers sor. Les bras et sor les espaulez. 	et lor pechoie heaumes. |et derront haubers. 	et leur depiece leurs heaumes. |et leur derompt les haubers sur les braz et sur les espaules 	et detrenche leurs heaulmes/	e a cortar yelmos e lorigas ençima de braços e de espaldas 	
1354|1355|1356	si fet tant par sa proesce |que tuit cil |qui le voient s’en merveillent. 	Si fait tant par sa proesce |que tuit cil |qui le uoient sen esmaient et merueillent 	si fait tant par sa proece |que tuit cil |qui Ie voient sen esmerueillent. 	Si fait tant par sa prouesce que tous ceulx |qui le uoyent sen merueillent. 	et fist tant par sa proesse |que tous ceulx |qni le uoient en sont esmerueillies. 	asi que tanto hizo Porsu proeza |que quantos lo vian se marauillauan ende mucho 	donde loro piaga gran colpi là 
1357|1358|1359|1360|1361|1362|1363|1364|1365	Et la ou il voit le chevalier as armes vermeilles, |si nel mesconoist pas, |ains li adresce par mi els tos|et li done si grant cop par mi le hialme |que cil est si estordis |qu’il ne se puet es arçons tenir, |ains vole a terre. |Et Lancelos li va par desus le cors a cheval|tant que cil pert la vertu et la force tote. 	Et la ou il uoit le cheualier as armes uermeilles: |Si ne le mesquenoit pas |ains li adresce parmi aus cous. |et li done si grant cop parmi le hiaume |que cil est si estordiz|quil ne se puet es arsos tenir ains uole a terre. |et lanc̃ li ua par desus le cors A cheual |si que tout le cors li debrise. 	Et la ou il voit le cheualier as armes uermeilles |si ne le mesconnut mie |ains li adrece le cheual parmi euls tous. |et li donne si grant cop parmi le heaume |quil ne se puet tenir es archons. |ains cai a terre |Et lancelot li uait par desor le cors. |tant que tout le debrise. 	et la ou il uoit li cheualier es armes uermeilles |si ne le mescognoist pas |ains luy adrece parmy eulx tous |et luy donne si grant coup par le heaume |quil est si estourdy |quil ne puet tenir es arcons|ains uolt a terre. |Et lancelot luy uait par dessus le corps tout a cheual. |tant quil par sa uertu et son alanie. 	Et la ou il uoit le cheualier aux armes uermeilles |si luy adreche son cheual parmy tous eulx/ |et luy donne tel coup sus le heaulme |quil ne se peult tenir aux archons/ mes uolle a terre |et lancelot luy ua denner si grant coup sus le col |tant quil pert sa forche et sa uertu/ 	e Quando vido el Cauallero delas armas vermejas ende endereço contrael |e dixo esperad Cauallero |e diole vn tal golpe dela espada |de toda su fuerça sobre el yelmo |que dio conel en tierra estendido |e traxo al cauallo tantas vezes sobre el quelo dexo medio muerto 	ov'elli l’agiungono, |ené unque per podere |ch’elli abbiano no-lli possono torre terra, 
1366|1367|1368	Et|lors sont li autre molt esmaié, |kar bien cuident 	et li faut la uertus |et li forte tote |Lors sont tuit li autre esmaiet. |Car bien cuident 	Lors sont li autre moult esmaie. |quar il quident 	Et|lors sont tous les autres moult esmayez. |car bien cuident 	Lors sont les aultres bien esmayes |car il cuident 	e quando los otros caualleros esto uieron fueron muy escaidos |Ca bien Cuydauan 	anzi si va per me' loro molte fiate, qualche grado 
1369|1370	que cil soit mors |qui lor sires estoit; 	que cil soit mors |qui lor sires estoit. 	quil soit mors. |Et il estoit lor sires 	que leur sire soit mort. 	que leur maistre soit mort. 	que su señor hera muerto 	
1371|1372	si se metent en paine del vengier|et corent sus a Lancelot tuit ensamble. 	Si ce mestent en painne de lui uangier. |et courent sus lanc̃. tuit. ensanble. 	si se metent en paine de lui uengier.|Si corent sus a lancelot 	si se mectent en peine de le uanger et courent sus a lancelot. 	Si se mettent en paine de le uenger |et courent sus a lancelot/ 	e metieronse en auentura de muerte lo vengar |e dexaronse yr ael muy determinadamente |e lançarote 	
1373	Mais il nel truevent pas si esbahi 	Mais ne le trueuent pas si esbahit : 	mais il ne le trueuent pas esbahi.	mais ilz ne le treuuent pas |si esbahy	mes ilz ne le treuuent pas esbahy 	que desto no se espanto ni vn poco 	
1374|1375|1376|1377	qu’il ne soit tos pres de soi deffendre; |si lor abandone son escu |et tient l’espee |dont il lor done grans cops par la 	que il ne soit tous pres de lui desfandre. |Si lor abandone son escu. |et ci ot lespec |dont il lor done grans cox. par la 	Ains est pres de lui desfendre. |si lor abandonne son escu et lor donne grans cols la 	quil ne soit tout pest de soy desfandre |si leur habandonne son escu |et tient lespee |dont il leur donne grans coups par la	mes est prest de se deffendre |si leur habandonne son escu/ |et il ne a censuict cheualier a coup 	Ca bien se cuydaua defender baldonaua a todos su escudo |e daba tales Golpes consu espada 	
1378|1379|1380|1381|1382|1383|1384	ou il les ataint, |ne onques por pooir |qu’il aient ne li porent tolir terre, |ains se met par mi els maintes fois, |quel gré |qu’il en aient. |Et de tant li avient il bien 	ou il les ataint. |et onques|por pooir |quil aient ne li purent tolir terre |ains sen ua parmi aus tous maintes fois. |quel gre |que il auient. |et detant li auient il bien 	ou il lez puet ataindre. |Ne onques por pooir |que il eussent ne li porent tolir terre.|Ains ua sor aus a force et mal gre auls. |Et de tant li auint il bien 	ou il les actaint. ne oncques pour pouoir |quilz ayent ne luy peurent tollir place. |ains sen uait manitefoiz parmy eulx quelque gre quilz en ayent. |Et de tant luy aduient il bien 	quil ne luy face lespee sentir iusques en la char |ou quil ne le porte du cheual a terre. |Et les a si bien attournes 	Que aquel que alcançaua aderecho golpe le fazia sentir la espada enla carne desnuda |e daua conel del cauallo en tierra |e les quebranto los yelmos enlas cabeças |e les cortaba piernas e braços |e asi que quanto alcançaua todo lisiaba 	che n’abbino. |E di tanto gli avenne elli bene 
1385|1386|1387|1388|1389|1390	qu’il n’aconsieut chevalier a droit cop |qu’il ne face s’espee sentir en char nue |ou il nel port del cheval a terre: |si lor esrache les escus des cols et les hialmes des testes et lor decoupe poins et bras a |et se hurte en els de cors et de cheval »; |si en a V. si atornés 	quil nataint cheualier a droit cop; |quil nel face santir en char nue. |ou il ne le port del cheual a terre |si lor esrache les escuz des cox et les hiaumes des testes |et lor decope et poins et bras |et se hurte en aus. de cors et de manbres. |Si en a .u. si accenes 	quil nataint cheualier |a cop |quil ne li face lespee sentir en car nue. |ou il le porte del cheual a terre. |Si lor arache lez heaumes des testes et se hurte entreuls de cors et de cheual. |si en a. y. tels atornes 	quil naconsuyt cheualier adroit cop |a qui il ne face sentir sespee en la char nue |ou quil ne le porte du cheual a terre |si leur arrache les escuz des couls et les heaumes des testes et leͬ decoupe poins et braz. |Et se hurte a eulx de corps et de membres et du pis du cheual. |si en a u. |si atournez 	quil en y a cinq gisans sur terre |tellement 	Que delos golpes dela espada |que delos Pechos del caballo |e asi abia los çinco a tales partido 	che non agiugne cavaliere a colpo |che non gli faccia sentire la spada nella carne ignuda, |e elli il porta del cavallo a terra: |si loro arappa gli scudi di collo e gli elmi di testa, |e lor colpa pugna e braccia, |e si percuote in loro di corpo e di cavallo e di braccia, |si n’à tali cinque atornati 
1391|1392	qu’il gisent a terre si conreé |qu’il n’ont pooir de relever. 	quil non pooir de leuer eux. 	que il gisent a terre. |et nont pooir de euls releuer. 	quilz gisent a terre. |si conreez |quilz nont pouoir de soy releuer. 	quilz ne se peuent releuer. 	que non podian bollir pie ni mano tales yazian en tierra 	che giacciono in terra si conci |che non ânno podere di lor rilevare. 
